	final	final	initial	initial
	Rep1	Rep2	Rep1	Rep2
	analysis/screen/output/003_merge_counts/to_process/Common_Total_R1.counts	analysis/screen/output/003_merge_counts/to_process/Common_Total_R2.counts	analysis/screen/output/003_merge_counts/to_process/Common_Initial_R1.counts	analysis/screen/output/003_merge_counts/to_process/Common_Initial_R2.counts
hek_unique:TSS32477_+_41590200.23-CUFF.15748.13	4368	4650	0	0
hek_unique:TSS32477_+_41590255.23-CUFF.15748.13	4844	4741	0	0
hek_unique:TSS32477_+_41590284.23-CUFF.15748.13	2597	3123	0	0
hek_unique:TSS32477_+_41590296.23-CUFF.15748.13	5732	5313	0	0
hek_unique:TSS32477_+_41590379.23-CUFF.15748.13	4064	3508	0	0
hek_unique:TSS32477_+_41590422.23-CUFF.15748.13	2252	2690	0	0
hek_unique:TSS32477_-_41590312.23-CUFF.15748.13	2595	2874	0	0
hek_unique:TSS32477_-_41590410.23-CUFF.15748.13	3738	4452	0	0
hek_unique:TSS32477_-_41590462.23-CUFF.15748.13	10041	9973	0	0
hek_unique:TSS32579_+_48451914.23-CUFF.15786.1	4084	3983	668	6236
hek_unique:TSS32579_+_48451921.23-CUFF.15786.1	5050	5696	890	10495
hek_unique:TSS32579_+_48451939.23-CUFF.15786.1	6911	6662	877	9766
hek_unique:TSS32579_+_48451942.23-CUFF.15786.1	4286	4115	814	5312
hek_unique:TSS32579_+_48451954.23-CUFF.15786.1	6728	6544	1049	11544
hek_unique:TSS32579_+_48451957.23-CUFF.15786.1	9233	8183	1261	16801
hek_unique:TSS32579_+_48451973.23-CUFF.15786.1	3155	3047	430	6693
hek_unique:TSS32579_+_48452140.23-CUFF.15786.1	3951	4083	593	5088
hek_unique:TSS32579_-_48451932.23-CUFF.15786.1	7296	6840	1099	15366
hek_unique:TSS32579_-_48452097.23-CUFF.15786.1	3174	3385	414	5761
hek_unique:TSS32621_+_50996607.23-CUFF.15827.2	5929	6102	0	0
hek_unique:TSS32621_+_50996697.23-CUFF.15827.2	3933	3708	0	0
hek_unique:TSS32621_+_50996798.23-CUFF.15827.2	3430	3942	0	0
hek_unique:TSS32621_+_50996810.23-CUFF.15827.2	3440	2894	0	0
hek_unique:TSS32621_-_50996601.23-CUFF.15827.2	4333	4252	0	0
hek_unique:TSS32621_-_50996716.23-CUFF.15827.2	2444	2143	0	0
hek_unique:TSS32621_-_50996826.23-CUFF.15827.2	864	869	0	0
hek_unique:TSS32621_-_50996829.23-CUFF.15827.2	2211	2003	0	0
hek_unique:TSS32621_-_50996837.23-CUFF.15827.2	3780	3961	0	0
hek_unique:TSS32621_-_50996960.23-CUFF.15827.2	2922	3019	0	0
hek_unique:TSS32732_+_58357271.23-P1P2	5841	5359	663	5458
hek_unique:TSS32732_+_58357459.23-P1P2	2285	2322	322	3138
hek_unique:TSS32732_+_58357493.23-P1P2	3832	4228	407	7630
hek_unique:TSS32732_-_58357279.23-P1P2	7070	6918	863	9952
hek_unique:TSS32732_-_58357339.23-P1P2	6344	5575	858	9965
hek_unique:TSS32732_-_58357425.23-P1P2	8706	10253	1237	15305
hek_unique:TSS32732_-_58357447.23-P1P2	6457	6300	1059	11087
hek_unique:TSS32732_-_58357473.23-P1P2	5680	5275	1201	10200
hek_unique:TSS32732_-_58357549.23-P1P2	6786	7567	1302	13352
hek_unique:TSS32732_-_58357588.23-P1P2	9320	9548	1392	16986
hek_unique:TSS3277_+_182584247.23-P1P2	4392	4719	555	7863
hek_unique:TSS3277_+_182584260.23-P1P2	3166	3371	305	4894
hek_unique:TSS3277_+_182584277.23-P1P2	3503	3890	390	7741
hek_unique:TSS3277_+_182584382.23-P1P2	2187	1637	271	1966
hek_unique:TSS3277_-_182584238.23-P1P2	4075	3895	543	5350
hek_unique:TSS3277_-_182584276.23-P1P2	3985	4191	603	6374
hek_unique:TSS3277_-_182584307.23-P1P2	5431	5503	711	7045
hek_unique:TSS3277_-_182584437.23-P1P2	1504	1370	179	2029
hek_unique:TSS3277_-_182584482.23-P1P2	2517	2359	214	4649
hek_unique:TSS3277_-_182584515.23-P1P2	5092	5209	473	5030
hek_unique:TSS32820_+_62682736.23-P1P2	4863	4586	762	5471
hek_unique:TSS32820_+_62682878.23-P1P2	4227	3468	604	8622
hek_unique:TSS32820_+_62682997.23-P1P2	5997	6102	908	10881
hek_unique:TSS32820_+_62683000.23-P1P2	7862	7769	1162	13201
hek_unique:TSS32820_+_62683222.23-P1P2	4373	4584	696	8924
hek_unique:TSS32820_-_62682742.23-P1P2	3774	3873	567	5500
hek_unique:TSS32820_-_62682822.23-P1P2	4637	4552	773	7836
hek_unique:TSS32820_-_62682826.23-P1P2	5655	5045	678	9551
hek_unique:TSS32820_-_62682832.23-P1P2	6116	5945	697	7176
hek_unique:TSS32820_-_62683198.23-P1P2	2531	3000	321	3972
hek_unique:TSS33002_+_72110726.23-ENST00000562658,ENST00000563041	4505	4468	0	0
hek_unique:TSS33002_+_72110742.23-ENST00000562658,ENST00000563041	5126	4663	0	0
hek_unique:TSS33002_+_72110789.23-ENST00000562658,ENST00000563041	6066	6901	0	0
hek_unique:TSS33002_+_72110809.23-ENST00000562658,ENST00000563041	3240	3591	0	0
hek_unique:TSS33002_+_72110817.23-ENST00000562658,ENST00000563041	3842	3699	0	0
hek_unique:TSS33002_+_72110821.23-ENST00000562658,ENST00000563041	2155	2134	0	0
hek_unique:TSS33002_+_72110836.23-ENST00000562658,ENST00000563041	4233	5376	0	0
hek_unique:TSS33002_+_72110840.23-ENST00000562658,ENST00000563041	6181	5804	0	0
hek_unique:TSS33002_-_72110761.23-ENST00000562658,ENST00000563041	3063	2713	0	0
hek_unique:TSS33002_-_72110855.23-ENST00000562658,ENST00000563041	2333	2380	0	0
hek_unique:TSS3308_+_185263318.23-CUFF.3310.1	2543	3011	296	3421
hek_unique:TSS3308_+_185263339.23-CUFF.3310.1	7313	7815	1004	15217
hek_unique:TSS3308_+_185263355.23-CUFF.3310.1	7252	8022	896	12051
hek_unique:TSS3308_+_185263407.23-CUFF.3310.1	3734	4047	585	7732
hek_unique:TSS3308_+_185263588.23-CUFF.3310.1	4052	4577	665	7960
hek_unique:TSS3308_+_185263647.23-CUFF.3310.1	5332	4716	955	6681
hek_unique:TSS3308_+_185263676.23-CUFF.3310.1	4226	3574	728	8144
hek_unique:TSS3308_+_185263722.23-CUFF.3310.1	4992	5221	834	9094
hek_unique:TSS3308_-_185263374.23-CUFF.3310.1	2370	2011	269	2034
hek_unique:TSS3308_-_185263733.23-CUFF.3310.1	5754	6538	1044	9386
hek_unique:TSS33091_+_75917409.23-ENST00000566036	7395	7442	0	0
hek_unique:TSS33091_+_75917440.23-ENST00000566036	5519	5321	0	0
hek_unique:TSS33091_+_75917455.23-ENST00000566036	6063	6440	0	0
hek_unique:TSS33091_+_75917458.23-ENST00000566036	7817	7630	0	0
hek_unique:TSS33091_+_75917471.23-ENST00000566036	4904	3922	0	0
hek_unique:TSS33091_+_75917477.23-ENST00000566036	5034	5387	0	0
hek_unique:TSS33091_+_75917505.23-ENST00000566036	5417	5520	0	0
hek_unique:TSS33091_+_75917510.23-ENST00000566036	4864	5138	0	0
hek_unique:TSS33091_+_75917516.23-ENST00000566036	4662	4639	0	0
hek_unique:TSS33091_+_75917593.23-ENST00000566036	3025	3791	0	0
hek_unique:TSS3309_+_185286549.23-CUFF.3331.3	5693	4890	895	7313
hek_unique:TSS3309_+_185286558.23-CUFF.3331.3	7705	6743	754	8574
hek_unique:TSS3309_+_185286561.23-CUFF.3331.3	7412	7995	1411	12659
hek_unique:TSS3309_+_185286579.23-CUFF.3331.3	5388	5140	775	6954
hek_unique:TSS3309_+_185286617.23-CUFF.3331.3	2818	2764	500	5347
hek_unique:TSS3309_+_185286647.23-CUFF.3331.3	5714	4946	1054	8543
hek_unique:TSS3309_+_185286678.23-CUFF.3331.3	5483	5112	786	9529
hek_unique:TSS3309_-_185286623.23-CUFF.3331.3	1662	1832	313	3680
hek_unique:TSS3309_-_185286630.23-CUFF.3331.3	5101	4829	872	5473
hek_unique:TSS3309_-_185286811.23-CUFF.3331.3	7123	6920	1130	12678
hek_unique:TSS33107_+_77336036.23-ENST00000560446	4121	4116	686	8154
hek_unique:TSS33107_+_77336447.23-ENST00000560446	5314	5333	849	9639
hek_unique:TSS33107_-_77336056.23-ENST00000560446	6959	7291	846	11195
hek_unique:TSS33107_-_77336073.23-ENST00000560446	7395	6997	1108	11977
hek_unique:TSS33107_-_77336084.23-ENST00000560446	6093	5916	985	8427
hek_unique:TSS33107_-_77336092.23-ENST00000560446	8616	8564	1364	18277
hek_unique:TSS33107_-_77336103.23-ENST00000560446	6322	6101	828	8574
hek_unique:TSS33107_-_77336195.23-ENST00000560446	4408	4269	547	7561
hek_unique:TSS33107_-_77336229.23-ENST00000560446	11647	10618	1425	15374
hek_unique:TSS33107_-_77336274.23-ENST00000560446	4082	4553	478	5662
hek_unique:TSS3311_+_185287125.23-ENST00000609881	6260	6537	860	9738
hek_unique:TSS3311_+_185287128.23-ENST00000609881	4155	4897	569	7418
hek_unique:TSS3311_+_185287158.23-ENST00000609881	6299	6337	1028	8742
hek_unique:TSS3311_+_185287241.23-ENST00000609881	6133	5624	1008	8534
hek_unique:TSS3311_+_185287246.23-ENST00000609881	5481	5066	825	9206
hek_unique:TSS3311_+_185287251.23-ENST00000609881	5205	5372	893	9938
hek_unique:TSS3311_+_185287294.23-ENST00000609881	5217	6241	634	6548
hek_unique:TSS3311_-_185287168.23-ENST00000609881	2688	2566	332	4170
hek_unique:TSS3311_-_185287370.23-ENST00000609881	8431	8277	1273	13295
hek_unique:TSS3311_-_185287381.23-ENST00000609881	3716	3557	697	5520
hek_unique:TSS33190_+_81633990.23-ENST00000559277	5445	5904	910	9298
hek_unique:TSS33190_+_81634014.23-ENST00000559277	2888	2811	641	6886
hek_unique:TSS33190_+_81634017.23-ENST00000559277	3555	3407	505	5502
hek_unique:TSS33190_+_81634226.23-ENST00000559277	2358	2533	369	4191
hek_unique:TSS33190_-_81634049.23-ENST00000559277	5168	5396	702	9565
hek_unique:TSS33190_-_81634053.23-ENST00000559277	4445	4196	522	6346
hek_unique:TSS33190_-_81634139.23-ENST00000559277	4902	4833	774	6339
hek_unique:TSS33190_-_81634156.23-ENST00000559277	6849	6973	1091	11563
hek_unique:TSS33190_-_81634363.23-ENST00000559277	3899	4059	646	6250
hek_unique:TSS33190_-_81634374.23-ENST00000559277	5046	4765	960	6445
hek_unique:TSS33220_-_83681107.23-CUFF.16567.1	4337	4032	0	0
hek_unique:TSS33220_-_83681162.23-CUFF.16567.1	7913	7310	0	0
hek_unique:TSS33220_-_83681165.23-CUFF.16567.1	5438	4874	0	0
hek_unique:TSS33220_-_83681207.23-CUFF.16567.1	3655	3082	0	0
hek_unique:TSS33220_-_83681293.23-CUFF.16567.1	3016	2602	0	0
hek_unique:TSS33220_-_83681350.23-CUFF.16567.1	5157	5794	0	0
hek_unique:TSS33220_-_83681419.23-CUFF.16567.1	8419	9206	0	0
hek_unique:TSS33220_-_83681485.23-CUFF.16567.1	3707	4008	0	0
hek_unique:TSS33220_-_83681493.23-CUFF.16567.1	6699	6523	0	0
hek_unique:TSS33220_-_83681520.23-CUFF.16567.1	5344	4917	0	0
hek_unique:TSS33229_+_84302625.23-CUFF.16513.1	6859	6707	1237	11397
hek_unique:TSS33229_+_84302693.23-CUFF.16513.1	4947	5177	706	7637
hek_unique:TSS33229_+_84302699.23-CUFF.16513.1	4897	5056	653	8184
hek_unique:TSS33229_+_84302793.23-CUFF.16513.1	7315	7032	945	11025
hek_unique:TSS33229_-_84302634.23-CUFF.16513.1	1965	1876	311	3251
hek_unique:TSS33229_-_84302652.23-CUFF.16513.1	4209	4099	526	7463
hek_unique:TSS33229_-_84302669.23-CUFF.16513.1	7516	8342	1026	13219
hek_unique:TSS33229_-_84302680.23-CUFF.16513.1	10619	11080	1422	17082
hek_unique:TSS33229_-_84302719.23-CUFF.16513.1	3613	3387	421	6640
hek_unique:TSS33229_-_84302950.23-CUFF.16513.1	5268	4898	761	7942
hek_unique:TSS33289_+_89878367.23-P1P2	5982	5448	953	6981
hek_unique:TSS33289_+_89878450.23-P1P2	6747	7186	877	10358
hek_unique:TSS33289_+_89878575.23-P1P2	5318	5128	864	10354
hek_unique:TSS33289_+_89878710.23-P1P2	7151	6440	1090	8713
hek_unique:TSS33289_-_89878380.23-P1P2	6652	5939	998	8223
hek_unique:TSS33289_-_89878383.23-P1P2	6552	6959	845	8124
hek_unique:TSS33289_-_89878431.23-P1P2	4266	4088	853	8319
hek_unique:TSS33289_-_89878554.23-P1P2	6424	6208	944	10154
hek_unique:TSS33289_-_89878557.23-P1P2	3600	3911	658	6560
hek_unique:TSS33289_-_89878613.23-P1P2	5739	5236	877	8289
hek_unique:TSS33332_+_90788829.23-ENST00000565730	4242	5076	632	7670
hek_unique:TSS33332_+_90788920.23-ENST00000565730	2687	2958	532	4959
hek_unique:TSS33332_+_90788937.23-ENST00000565730	6221	5076	1099	8667
hek_unique:TSS33332_+_90788947.23-ENST00000565730	1271	1736	334	2818
hek_unique:TSS33332_+_90788973.23-ENST00000565730	2894	3502	607	5803
hek_unique:TSS33332_-_90788869.23-ENST00000565730	5383	5297	672	6196
hek_unique:TSS33332_-_90788876.23-ENST00000565730	2312	2809	348	5034
hek_unique:TSS33332_-_90788931.23-ENST00000565730	7056	8000	1208	12811
hek_unique:TSS33332_-_90789011.23-ENST00000565730	5082	4363	808	7204
hek_unique:TSS33332_-_90789126.23-ENST00000565730	6141	6424	1137	10213
hek_unique:TSS33351_+_91446243.23-P1P2	4560	5000	0	0
hek_unique:TSS33351_+_91446331.23-P1P2	6264	6157	0	0
hek_unique:TSS33351_+_91446433.23-P1P2	5117	4899	0	0
hek_unique:TSS33351_-_91445995.23-P1P2	6535	7320	0	0
hek_unique:TSS33351_-_91446007.23-P1P2	5776	5384	0	0
hek_unique:TSS33351_-_91446029.23-P1P2	3431	3135	0	0
hek_unique:TSS33351_-_91446156.23-P1P2	5339	4816	0	0
hek_unique:TSS33351_-_91446211.23-P1P2	7971	7436	0	0
hek_unique:TSS33351_-_91446254.23-P1P2	5443	4141	0	0
hek_unique:TSS33351_-_91446495.23-P1P2	1721	1545	0	0
hek_unique:TSS33487_+_96885097.23-CUFF.16735.1	8827	7941	1081	12431
hek_unique:TSS33487_+_96885114.23-CUFF.16735.1	3043	2937	475	4723
hek_unique:TSS33487_+_96885129.23-CUFF.16735.1	3379	3574	536	4916
hek_unique:TSS33487_+_96885219.23-CUFF.16735.1	4440	4147	742	7380
hek_unique:TSS33487_+_96885326.23-CUFF.16735.1	4212	4805	714	9525
hek_unique:TSS33487_+_96885332.23-CUFF.16735.1	4674	4144	650	10098
hek_unique:TSS33487_+_96885342.23-CUFF.16735.1	6135	6071	924	9634
hek_unique:TSS33487_+_96885354.23-CUFF.16735.1	7075	7042	707	11688
hek_unique:TSS33487_-_96885155.23-CUFF.16735.1	11036	9596	1471	17188
hek_unique:TSS33487_-_96885158.23-CUFF.16735.1	5721	5500	725	6083
hek_unique:TSS33610_+_101835541.23-P1P2	3249	3834	480	6754
hek_unique:TSS33610_+_101835609.23-P1P2	5522	5607	939	8903
hek_unique:TSS33610_+_101835638.23-P1P2	5601	5011	847	5978
hek_unique:TSS33610_-_101835550.23-P1P2	5267	4392	797	7887
hek_unique:TSS33610_-_101835571.23-P1P2	4453	4462	618	8354
hek_unique:TSS33610_-_101835585.23-P1P2	4817	4278	894	11564
hek_unique:TSS33610_-_101835635.23-P1P2	6528	6479	823	10687
hek_unique:TSS33610_-_101835656.23-P1P2	9488	8621	1613	14835
hek_unique:TSS33610_-_101835781.23-P1P2	3567	3315	623	8579
hek_unique:TSS33610_-_101835794.23-P1P2	2965	2280	529	4770
hek_unique:TSS33614_+_101874714.23-P1P2	6041	6734	0	0
hek_unique:TSS33614_+_101874726.23-P1P2	8249	8276	0	0
hek_unique:TSS33614_+_101874745.23-P1P2	12482	11323	0	0
hek_unique:TSS33614_-_101874723.23-P1P2	4200	4019	0	0
hek_unique:TSS33614_-_101874752.23-P1P2	1338	1251	0	0
hek_unique:TSS33614_-_101874869.23-P1P2	1037	1023	0	0
hek_unique:TSS33614_-_101875074.23-P1P2	2729	2548	0	0
hek_unique:TSS33614_-_101875086.23-P1P2	7733	7312	0	0
hek_unique:TSS33614_-_101875089.23-P1P2	7829	7372	0	0
hek_unique:TSS33614_-_101875106.23-P1P2	5922	6212	0	0
hek_unique:TSS33617_+_102030085.23-CUFF.16858.2	3645	3118	960	7782
hek_unique:TSS33617_+_102030110.23-CUFF.16858.2	3825	4362	589	6068
hek_unique:TSS33617_+_102030113.23-CUFF.16858.2	4388	4473	588	6700
hek_unique:TSS33617_+_102030127.23-CUFF.16858.2	3986	3704	769	6180
hek_unique:TSS33617_-_102030069.23-CUFF.16858.2	4246	4742	437	8441
hek_unique:TSS33617_-_102030077.23-CUFF.16858.2	3283	3163	481	5300
hek_unique:TSS33617_-_102030093.23-CUFF.16858.2	4217	5166	672	5948
hek_unique:TSS33617_-_102030096.23-CUFF.16858.2	5379	4964	929	6007
hek_unique:TSS33617_-_102030116.23-CUFF.16858.2	1456	1692	254	2196
hek_unique:TSS33617_-_102030119.23-CUFF.16858.2	3887	4105	495	5701
hek_unique:TSS33751_+_29004132.23-CUFF.15486.1	5727	6324	853	9038
hek_unique:TSS33751_+_29004179.23-CUFF.15486.1	2417	2328	321	3931
hek_unique:TSS33751_+_29004183.23-CUFF.15486.1	3020	3379	420	6407
hek_unique:TSS33751_+_29004385.23-CUFF.15486.1	6544	6626	1066	11760
hek_unique:TSS33751_+_29004390.23-CUFF.15486.1	11518	10503	1597	18226
hek_unique:TSS33751_+_29004402.23-CUFF.15486.1	3376	3342	558	5446
hek_unique:TSS33751_+_29004422.23-CUFF.15486.1	4776	4394	699	7413
hek_unique:TSS33751_+_29004429.23-CUFF.15486.1	1993	2470	293	3624
hek_unique:TSS33751_+_29004490.23-CUFF.15486.1	4997	4707	838	8684
hek_unique:TSS33751_-_29004416.23-CUFF.15486.1	1491	1613	219	2899
hek_unique:TSS33772_+_30650549.23-ENST00000602453	6572	6323	652	8915
hek_unique:TSS33772_+_30650578.23-ENST00000602453	9298	9272	1440	17151
hek_unique:TSS33772_+_30650672.23-ENST00000602453	4417	4446	754	6765
hek_unique:TSS33772_+_30650786.23-ENST00000602453	4426	4568	699	8653
hek_unique:TSS33772_-_30650650.23-ENST00000602453	9796	9217	1706	13753
hek_unique:TSS33772_-_30650655.23-ENST00000602453	9601	9205	1496	13752
hek_unique:TSS33772_-_30650688.23-ENST00000602453	5935	5847	650	11865
hek_unique:TSS33772_-_30650703.23-ENST00000602453	5167	5737	742	9713
hek_unique:TSS33772_-_30650924.23-ENST00000602453	4819	5536	742	8766
hek_unique:TSS33772_-_30650999.23-ENST00000602453	4427	4079	495	5618
hek_unique:TSS33775_+_30917463.23-P1P2	3759	4074	593	7409
hek_unique:TSS33775_+_30917468.23-P1P2	7234	7560	1156	13371
hek_unique:TSS33775_+_30917956.23-P1P2	2005	1771	413	2089
hek_unique:TSS33775_-_30917430.23-P1P2	4266	3987	666	6609
hek_unique:TSS33775_-_30917441.23-P1P2	10992	11575	1491	16283
hek_unique:TSS33775_-_30917480.23-P1P2	4427	4485	528	4853
hek_unique:TSS33775_-_30917483.23-P1P2	1321	1249	179	2196
hek_unique:TSS33775_-_30917897.23-P1P2	3696	4605	499	7026
hek_unique:TSS33775_-_30917952.23-P1P2	2244	1973	333	3612
hek_unique:TSS33775_-_30917966.23-P1P2	3875	4099	510	6575
hek_unique:TSS33803_+_32631190.23-CUFF.15548.10	3797	4049	456	8678
hek_unique:TSS33803_+_32631357.23-CUFF.15548.10	3328	3327	542	5131
hek_unique:TSS33803_+_32631505.23-CUFF.15548.10	2843	2801	326	5254
hek_unique:TSS33803_-_32631180.23-CUFF.15548.10	5048	5176	834	8362
hek_unique:TSS33803_-_32631277.23-CUFF.15548.10	5322	5453	613	8418
hek_unique:TSS33803_-_32631283.23-CUFF.15548.10	3680	3566	438	5860
hek_unique:TSS33803_-_32631316.23-CUFF.15548.10	4070	4856	620	11153
hek_unique:TSS33803_-_32631408.23-CUFF.15548.10	4796	5019	683	8096
hek_unique:TSS33803_-_32631420.23-CUFF.15548.10	5105	5417	654	10045
hek_unique:TSS33803_-_32631490.23-CUFF.15548.10	3626	3492	580	6676
hek_unique:TSS33808_+_32906784.23-P1P2	3184	4119	453	9772
hek_unique:TSS33808_+_32906847.23-P1P2	3759	4074	593	7409
hek_unique:TSS33808_+_32906852.23-P1P2	7234	7560	1156	13371
hek_unique:TSS33808_+_32907340.23-P1P2	1860	2908	280	5424
hek_unique:TSS33808_-_32906814.23-P1P2	4266	3987	666	6609
hek_unique:TSS33808_-_32906825.23-P1P2	10992	11575	1491	16283
hek_unique:TSS33808_-_32906864.23-P1P2	4427	4485	528	4853
hek_unique:TSS33808_-_32906867.23-P1P2	1321	1249	179	2196
hek_unique:TSS33808_-_32907281.23-P1P2	2767	2710	333	3964
hek_unique:TSS33808_-_32907351.23-P1P2	2781	2505	270	4834
hek_unique:TSS33909_+_38364914.23-P1P2	2289	2003	330	3000
hek_unique:TSS33909_+_38365102.23-P1P2	5021	5487	698	7574
hek_unique:TSS33909_+_38365121.23-P1P2	4532	4221	611	5128
hek_unique:TSS33909_+_38365177.23-P1P2	6010	6009	603	9431
hek_unique:TSS33909_+_38365245.23-P1P2	5040	5166	606	7096
hek_unique:TSS33909_+_38365411.23-P1P2	6286	5673	947	10742
hek_unique:TSS33909_-_38365020.23-P1P2	7045	6677	1040	9728
hek_unique:TSS33909_-_38365160.23-P1P2	9965	9714	1398	16194
hek_unique:TSS33909_-_38365363.23-P1P2	2536	2582	431	3191
hek_unique:TSS33909_-_38365398.23-P1P2	5160	5698	913	8448
hek_unique:TSS33968_+_40661383.23-ENST00000558421	6288	6279	818	10224
hek_unique:TSS33968_+_40661441.23-ENST00000558421	5400	5804	742	10726
hek_unique:TSS33968_+_40661551.23-ENST00000558421	7717	6971	1068	11181
hek_unique:TSS33968_+_40661779.23-ENST00000558421	5164	5513	959	9829
hek_unique:TSS33968_+_40661811.23-ENST00000558421	3797	3958	606	6437
hek_unique:TSS33968_-_40661674.23-ENST00000558421	4774	4460	569	9696
hek_unique:TSS33968_-_40661761.23-ENST00000558421	4361	5104	717	7624
hek_unique:TSS33968_-_40661769.23-ENST00000558421	3009	2867	350	3896
hek_unique:TSS33968_-_40661773.23-ENST00000558421	3392	3815	619	4689
hek_unique:TSS33968_-_40661817.23-ENST00000558421	6148	5579	956	9207
hek_unique:TSS33975_+_40762873.23-CUFF.15664.1	5591	5478	784	8308
hek_unique:TSS33975_+_40762972.23-CUFF.15664.1	5937	5579	893	7284
hek_unique:TSS33975_+_40762988.23-CUFF.15664.1	1584	1724	210	3339
hek_unique:TSS33975_+_40763038.23-CUFF.15664.1	6413	7206	1137	11243
hek_unique:TSS33975_+_40763053.23-CUFF.15664.1	3761	4173	697	6901
hek_unique:TSS33975_+_40763059.23-CUFF.15664.1	5922	5788	888	10252
hek_unique:TSS33975_-_40762781.23-CUFF.15664.1	5581	6194	855	9254
hek_unique:TSS33975_-_40762802.23-CUFF.15664.1	3929	3676	573	6020
hek_unique:TSS33975_-_40763032.23-CUFF.15664.1	4583	5379	859	8569
hek_unique:TSS33975_-_40763067.23-CUFF.15664.1	4514	3798	537	8099
hek_unique:TSS3397_+_190447419.23-P1P2	2871	3871	380	8683
hek_unique:TSS3397_+_190447480.23-P1P2	4218	4215	1059	10923
hek_unique:TSS3397_+_190447491.23-P1P2	5818	5652	1006	7604
hek_unique:TSS3397_+_190447539.23-P1P2	6593	4747	969	8511
hek_unique:TSS3397_+_190447644.23-P1P2	11999	12005	1714	16015
hek_unique:TSS3397_-_190447383.23-P1P2	6430	7323	934	11711
hek_unique:TSS3397_-_190447411.23-P1P2	5874	5474	694	10098
hek_unique:TSS3397_-_190447439.23-P1P2	3195	2773	525	5107
hek_unique:TSS3397_-_190447470.23-P1P2	6831	7745	1008	13734
hek_unique:TSS3397_-_190447473.23-P1P2	4486	4705	570	10951
hek_unique:TSS33981_+_41056538.23-CUFF.15670.1	4964	5039	679	9759
hek_unique:TSS33981_+_41056669.23-CUFF.15670.1	7201	6786	1085	12540
hek_unique:TSS33981_+_41056688.23-CUFF.15670.1	3509	4330	457	7506
hek_unique:TSS33981_+_41056693.23-CUFF.15670.1	3881	4035	792	6612
hek_unique:TSS33981_-_41056510.23-CUFF.15670.1	6049	5898	736	12441
hek_unique:TSS33981_-_41056521.23-CUFF.15670.1	5996	6085	1029	11644
hek_unique:TSS33981_-_41056665.23-CUFF.15670.1	4263	4411	655	7339
hek_unique:TSS33981_-_41056676.23-CUFF.15670.1	3594	3626	669	3965
hek_unique:TSS33981_-_41056707.23-CUFF.15670.1	824	1135	129	1496
hek_unique:TSS33981_-_41056720.23-CUFF.15670.1	5432	4666	781	9355
hek_unique:TSS33988_+_41200401.23-CUFF.15678.1	6898	6669	1093	10208
hek_unique:TSS33988_+_41200504.23-CUFF.15678.1	8545	8773	1400	17479
hek_unique:TSS33988_+_41200530.23-CUFF.15678.1	4013	4688	501	8462
hek_unique:TSS33988_+_41200782.23-CUFF.15678.1	5946	6075	797	7713
hek_unique:TSS33988_+_41200790.23-CUFF.15678.1	6642	6170	876	11181
hek_unique:TSS33988_+_41200803.23-CUFF.15678.1	5716	6313	870	12858
hek_unique:TSS33988_+_41200811.23-CUFF.15678.1	7330	8535	860	12296
hek_unique:TSS33988_-_41200563.23-CUFF.15678.1	8034	8000	1348	14663
hek_unique:TSS33988_-_41200571.23-CUFF.15678.1	8854	9870	1292	14748
hek_unique:TSS33988_-_41200772.23-CUFF.15678.1	3444	3769	619	6753
hek_unique:TSS33989_+_41200611.23-CUFF.15678.2	4105	3222	466	4355
hek_unique:TSS33989_+_41200650.23-CUFF.15678.2	2633	2803	209	3698
hek_unique:TSS33989_+_41200782.23-CUFF.15678.2	5946	6075	797	7713
hek_unique:TSS33989_+_41200790.23-CUFF.15678.2	6642	6170	876	11181
hek_unique:TSS33989_+_41200803.23-CUFF.15678.2	5716	6313	870	12858
hek_unique:TSS33989_+_41200811.23-CUFF.15678.2	7330	8535	860	12296
hek_unique:TSS33989_-_41200693.23-CUFF.15678.2	4516	5396	687	7249
hek_unique:TSS33989_-_41200764.23-CUFF.15678.2	6231	7005	1156	13763
hek_unique:TSS33989_-_41200772.23-CUFF.15678.2	3444	3769	619	6753
hek_unique:TSS33989_-_41200780.23-CUFF.15678.2	2405	2053	332	3136
hek_unique:TSS3400_+_190448099.23-P1P2	5298	6154	783	9040
hek_unique:TSS3400_+_190448103.23-P1P2	8834	7560	1337	13298
hek_unique:TSS3400_+_190448121.23-P1P2	2978	2905	379	3451
hek_unique:TSS3400_+_190448124.23-P1P2	2458	2657	288	4346
hek_unique:TSS3400_+_190448129.23-P1P2	4237	4409	556	7369
hek_unique:TSS3400_+_190448403.23-P1P2	3793	3155	604	5748
hek_unique:TSS3400_+_190448479.23-P1P2	4453	4660	827	7280
hek_unique:TSS3400_-_190448180.23-P1P2	819	623	115	1410
hek_unique:TSS3400_-_190448236.23-P1P2	7729	7521	827	14086
hek_unique:TSS3400_-_190448429.23-P1P2	3652	3324	642	4571
hek_unique:TSS34269_+_60300158.23-CUFF.15995.3	4795	5081	0	0
hek_unique:TSS34269_+_60300170.23-CUFF.15995.3	4687	5400	0	0
