	gamma	gamma	gamma	gamma	gamma	gamma	gamma	gamma	gamma	gamma	gamma	gamma	gamma	gamma	gamma
	Rep1	Rep1	Rep1	Rep1	Rep1	Rep2	Rep2	Rep2	Rep2	Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2
	transcripts	Mann-Whitney p-value	average phenotype of strongest 3	sgRNA count_MW	sgRNA count_avg	transcripts	Mann-Whitney p-value	average phenotype of strongest 3	sgRNA count_MW	sgRNA count_avg	transcripts	Mann-Whitney p-value	average phenotype of strongest 3	sgRNA count_MW	sgRNA count_avg
gene															
LH00655	ENST00000564287	0.5514774490412007	0.05882907085691869	10.0	10.0	ENST00000564287	0.3011794872175123	0.23884377132066717	10.0	10.0	ENST00000564287	0.28062672829683155	0.006984142815226552	10.0	10.0
LH00656	CUFF.3820.1	0.3936365181039623	-0.063896103785919	10.0	10.0	CUFF.3820.1	0.6281785780463394	-0.05973744065985432	10.0	10.0	CUFF.3820.1	0.44834617122367104	-0.09795615866581409	10.0	10.0
LH00665	ENST00000609276	0.6422241433942217	0.5018246328286643	9.0	9.0	ENST00000609276	0.44510281108406125	-0.04225108251348752	10.0	10.0	ENST00000609276	0.42940960685363816	0.22499288145425314	9.0	9.0
LH00668	CUFF.3942.1	0.08563594033195336	0.20055244683239062	10.0	10.0	CUFF.3942.1	0.15785254327544573	0.2549090838311611	10.0	10.0	CUFF.3942.1	0.02404211560567365	0.1659651925418891	10.0	10.0
LH00669															
LH00670	P1P2	0.7684631468821971	-0.0473645922994787	10.0	10.0	P1P2	0.7748243396101909	-0.032825210316729136	10.0	10.0	P1P2	0.6358015142017821	0.1080136619008754	10.0	10.0
LH00671	ENST00000442171	0.37067817708848616	0.29096212266099897	10.0	10.0	ENST00000442171	0.3176161311561251	0.19331523018303112	10.0	10.0	ENST00000442171	0.15235229159724928	0.17869160875214388	10.0	10.0
LH00673	CUFF.3981.1	0.8785247164775887	0.024016252957120482	10.0	10.0	CUFF.3981.1	0.5121563563279343	-0.06452189047066108	10.0	10.0	CUFF.3981.1	0.5595559582939151	0.06338651515146661	10.0	10.0
LH00679	ENST00000540997,ENST00000572124	0.9777758244901577	0.06054904577460732	10.0	10.0	ENST00000540997,ENST00000572124	0.4968143757207446	0.20609754160387397	10.0	10.0	ENST00000540997,ENST00000572124	0.7524070321794688	0.10824930466977634	10.0	10.0
LH00683	CUFF.3996.1	0.3212354102234559	-0.06784149317163456	9.0	9.0	CUFF.3996.1	0.0898577362556518	-0.09852270474122082	10.0	10.0	CUFF.3996.1	0.12127792199530604	-0.04980803301569148	9.0	9.0
LH00688	CUFF.4010.4	0.34702368138653683	-0.3623122335587763	10.0	10.0	CUFF.4010.4	0.19628911928358672	0.07611268776932388	10.0	10.0	CUFF.4010.4	0.9669692308030191	-0.08533310941617499	10.0	10.0
LH00691	P1P2	0.33783702382724223	-0.09524670136364892	10.0	10.0	P1P2	0.8352423886658725	0.09485421235005835	10.0	10.0	P1P2	0.6465796173708485	-0.07388419133861159	10.0	10.0
LH00692	CUFF.4069.7	0.30550317026733154	-0.12074498296722304	10.0	10.0	CUFF.4069.7	0.5170009076249514	0.214788150781958	10.0	10.0	CUFF.4069.7	0.9226273549570496	0.022503362054956195	10.0	10.0
LH00696															
LH00701	CUFF.4113.1	0.6541688355499191	0.07201728088537589	10.0	10.0	CUFF.4113.1	0.7179841272786416	-0.037643767042204124	10.0	10.0	CUFF.4113.1	0.8619275493758254	0.07732746240409104	10.0	10.0
LH00703	CUFF.4113.3	0.7214236287905005	-0.04877201718590268	8.0	8.0	CUFF.4113.3	0.91736675115485	-0.037643767042204124	9.0	9.0	CUFF.4113.3	0.6411175164974272	0.07732746240409104	8.0	8.0
LH00704	CUFF.4124.1	0.7478388381737886	0.23726786742572106	10.0	10.0	CUFF.4124.1	0.23876921807364915	-0.15043664297728723	10.0	10.0	CUFF.4124.1	0.742141040516193	0.08609198942288177	10.0	10.0
LH00705	CUFF.4124.2	0.12363587978945213	-0.16487350092903838	10.0	10.0	CUFF.4124.2	0.6912239563529676	-0.04785972496296809	10.0	10.0	CUFF.4124.2	0.15671290250284026	-0.0265535455781703	10.0	10.0
LH00706	NLT_00000346	0.1945434977156265	-0.41832571793382717	10.0	10.0	NLT_00000346	0.601785824881087	0.20077895160757883	10.0	10.0	NLT_00000346	0.18488432606889793	-0.1438043249136352	10.0	10.0
LH00707	CUFF.4142.1	0.9765748540705405	0.07837058637289575	10.0	10.0	CUFF.4142.1	0.5636717569724403	0.06016351470785553	10.0	10.0	CUFF.4142.1	0.670551528870514	0.04811337084702535	10.0	10.0
LH00709	P1P2	0.5484628561470671	-0.14667281258419052	10.0	10.0	P1P2	0.10629816597196944	-0.17770847399053846	10.0	10.0	P1P2	0.10961575297348844	-0.1704396234478378	10.0	10.0
LH00713	CUFF.4148.2	0.9154557474753148	-0.07623107374624706	10.0	10.0	CUFF.4148.2	0.9264172798638691	-0.016098763376201933	10.0	10.0	CUFF.4148.2	0.9381866611000598	-0.06342971542218642	10.0	10.0
LH00721	CUFF.4220.3	0.5514774490412007	-0.08910164630829105	10.0	10.0	CUFF.4220.3	0.6202086088928283	-0.10515003480344083	10.0	10.0	CUFF.4220.3	0.4610653352038572	-0.1554817372074769	10.0	10.0
LH00722	CUFF.4211.1	0.10795532613806859	-0.08961530250742004	10.0	10.0	CUFF.4211.1	0.27860305276664	0.3304179062773821	10.0	10.0	CUFF.4211.1	0.8336205108284451	0.07251535224297412	10.0	10.0
LH00723	CUFF.4223.2	0.23569141939372773	0.10253966520035974	10.0	10.0	CUFF.4223.2	0.120306369742005	-0.21742673702141002	10.0	10.0	CUFF.4223.2	0.8453911218955684	-0.12973327771305052	10.0	10.0
LH00724	CUFF.4223.3	0.25276370302371276	-0.1009976869858316	10.0	10.0	CUFF.4223.3	0.7394193856683569	0.07546679048357123	10.0	10.0	CUFF.4223.3	0.5545001631329735	-0.054264348336090305	10.0	10.0
LH00727	CUFF.4242.1	0.22172108188511275	-0.2680538743067185	10.0	10.0	CUFF.4242.1	0.4309121923359327	0.2498266181971167	10.0	10.0	CUFF.4242.1	0.9345937381000732	-0.08021468401258125	10.0	10.0
LH00728	CUFF.4269.1	0.6530824465547793	-0.06009542160751812	10.0	10.0	CUFF.4269.1	0.8411095724706565	0.08263683864071493	10.0	10.0	CUFF.4269.1	0.6859848796963581	-0.0062198848311139365	10.0	10.0
LH00730	CUFF.4294.2	0.7535504440813471	0.08176261799360893	10.0	10.0	CUFF.4294.2	0.4779868036135615	-0.04051030202853222	10.0	10.0	CUFF.4294.2	0.8230586706780074	0.024281419372053453	10.0	10.0
LH00731	P1P2	0.8066933384449628	0.25511375729361935	10.0	10.0	P1P2	0.7485068057789155	0.057062468698613804	10.0	10.0	P1P2	0.6926399492559601	0.1598055873753299	10.0	10.0
LH00732	CUFF.4295.1,CUFF.4295.2	0.6904189246090591	0.14926270258391752	10.0	10.0	CUFF.4295.1,CUFF.4295.2	0.7932880402466149	0.08529896566335234	10.0	10.0	CUFF.4295.1,CUFF.4295.2	0.9369888766227565	0.1082912554832051	10.0	10.0
LH00734	CUFF.4313.4	0.34241065251124514	-0.09231148842128888	10.0	10.0	CUFF.4313.4	0.08760627311942694	0.18209166299725907	10.0	10.0	CUFF.4313.4	0.956168699948774	0.061195252808082294	10.0	10.0
LH00735	CUFF.4310.1	0.9298052583001641	0.02897154948351353	10.0	10.0	CUFF.4310.1	0.47334160941964387	-0.028411310126801842	10.0	10.0	CUFF.4310.1	0.5424581916474828	0.07955930947325988	10.0	10.0
LH00741	P1P2	0.041689403808724664	0.31687753109470546	10.0	10.0	P1P2	0.01973440229321515	0.16573668448632248	10.0	10.0	P1P2	0.00652335858813368	0.22393532351606707	10.0	10.0
LH00743	P1P2	0.663979088061202	0.003658406159463871	10.0	10.0	P1P2	0.6217990805763041	0.04486615055241614	10.0	10.0	P1P2	0.9969963516865926	-0.021005246503051755	10.0	10.0
LH00747	ENST00000610145	0.663979088061202	0.05541163933738963	10.0	10.0	ENST00000610145	0.8812243977039357	0.16772325562730264	10.0	10.0	ENST00000610145	0.5295615390177276	0.018843583381275963	10.0	10.0
LH00753															
LH00754															
LH00755	CUFF.4523.1,CUFF.4523.2,CUFF.4523.3	0.039764890665222305	0.19409274772746657	10.0	10.0	CUFF.4523.1,CUFF.4523.2,CUFF.4523.3	0.863482758821497	0.05969007243085753	10.0	10.0	CUFF.4523.1,CUFF.4523.2,CUFF.4523.3	0.16071778438740936	0.06554969185601726	10.0	10.0
LH00762															
LH00763	CUFF.4566.9	0.7341878711193484	-0.11396119196081334	10.0	10.0	CUFF.4566.9	0.5199189897174956	-0.021064855968682503	10.0	10.0	CUFF.4566.9	0.2935792232742849	-0.07579471433376593	10.0	10.0
LH00771	ENST00000442116	0.42090325174262866	-0.24015048553325136	10.0	10.0	ENST00000442116	0.16780414136462007	0.25182839572554955	10.0	10.0	ENST00000442116	0.7273934551016381	0.017919436204836815	10.0	10.0
LH00775	P1P2	0.5484628561470671	-0.13823380531648358	10.0	10.0	P1P2	0.18961519761625678	-0.12210900277309926	10.0	10.0	P1P2	0.15020691551322657	-0.14443226167550668	10.0	10.0
LH00776															
LH00778	ENST00000427857	0.6208412529740042	0.27717466089988024	10.0	10.0	ENST00000427857	0.0519043771982926	-0.16553332013437305	10.0	10.0	ENST00000427857	0.4842717748301001	0.05258148645354743	10.0	10.0
LH00779	ENST00000609207	0.7093807767254916	-0.26596336846088003	10.0	10.0	ENST00000609207	0.1429509961712906	-0.2563811395011101	10.0	10.0	ENST00000609207	0.8172046732256573	-0.27215487144515177	10.0	10.0
LH00780	CUFF.66.18	0.46749977332612114	0.005432692290860269	10.0	10.0	CUFF.66.18	0.38090455826864755	-0.14440322517444917	10.0	10.0	CUFF.66.18	0.2590648250135572	-0.06508815669536742	10.0	10.0
LH00781	CUFF.66.42,CUFF.66.36	0.8975580709544652	0.08942694757819485	10.0	10.0	CUFF.66.42,CUFF.66.36	0.5976097998902885	0.07967821900853707	10.0	10.0	CUFF.66.42,CUFF.66.36	0.7927326693291474	0.06511089780505945	10.0	10.0
LH00782	ENST00000606034	0.2786176298232883	-0.278137339610951	10.0	10.0	ENST00000606034	0.009196396708466217	-0.33070492088045195	10.0	10.0	ENST00000606034	0.04432454764251672	-0.39143649550072973	10.0	10.0
LH00789	P1P2	0.5997398797531255	-0.04748097428545687	10.0	10.0	P1P2	0.4958637017703553	-0.009934996723114422	10.0	10.0	P1P2	0.9441776276470931	-0.03276970220001771	10.0	10.0
LH00792															
LH00793	ENST00000607222	0.7465222008840751	-0.1836327602363319	9.0	9.0	ENST00000607222	0.9299972201722252	0.10413033405467025	10.0	10.0	ENST00000607222	0.6252548394776106	-0.0800756983792589	9.0	9.0
LH00795	ENST00000598846	0.6454984148468643	-0.05857928130644058	10.0	10.0	ENST00000598846	0.2559475094260806	-0.028984782247307658	10.0	10.0	ENST00000598846	0.9202360909470458	0.0755825598829131	10.0	10.0
LH00796															
LH00797	ENST00000444529	0.670551528870514	0.1363162728312289	10.0	10.0	ENST00000444529	0.5565939856748763	0.027688130379391964	10.0	10.0	ENST00000444529	0.4684230247201294	0.006494448417087638	10.0	10.0
LH00799	CUFF.58.1	0.008390962165951513	-0.6453483536029485	10.0	10.0	CUFF.58.1	0.17967644453325027	-0.500921880344429	10.0	10.0	CUFF.58.1	0.009206279102545735	-0.6149042936508518	10.0	10.0
LH00805	P1P2	0.7938935911377696	0.08456830953962409	10.0	10.0	P1P2	0.5872278082196044	0.03083428366311487	10.0	10.0	P1P2	0.8265758240736544	0.05374582475164613	10.0	10.0
LH00807	ENST00000587071	0.6738472675667668	-0.08015001269342101	10.0	10.0	ENST00000587071	0.9994009160351119	0.15409234152227283	10.0	10.0	ENST00000587071	0.5799998103450169	0.03979952389908845	10.0	10.0
LH00809	ENST00000544565	0.2056445426481034	-0.09726853911932676	10.0	10.0	ENST00000544565	0.6735933420845317	0.33545625455412603	10.0	10.0	ENST00000544565	0.22058424817579814	0.176364412654777	10.0	10.0
LH00810															
LH00813															
LH00817															
LH00861	P1P2	0.32731862280669544	0.12930625627179973	10.0	10.0	P1P2	0.0019239855179632418	0.30556705719886795	10.0	10.0	P1P2	0.01219606748689689	0.25092344219092544	10.0	10.0
LH00862	CUFF.461.1	0.015624220362087913	0.11394210259210351	10.0	10.0	CUFF.461.1	0.014465649457377123	0.3634430605609576	10.0	10.0	CUFF.461.1	0.0025921478471470903	0.2881051493604916	10.0	10.0
LH00864	ENST00000412962	0.2521395151004653	-0.08614922076783942	10.0	10.0	ENST00000412962	0.2866756734836521	-0.16660659275579592	10.0	10.0	ENST00000412962	0.15106228491727114	-0.1084010834006896	10.0	10.0
LH00865	CUFF.605.10,CUFF.605.9	0.42876725662754633	0.20007879149374996	10.0	10.0	CUFF.605.10,CUFF.605.9	0.43267153565770256	-0.10838767948686749	10.0	10.0	CUFF.605.10,CUFF.605.9	0.7353223167056742	-0.03090271441621616	10.0	10.0
LH00867	P1P2	0.16434217899221482	-0.06035945811306554	10.0	10.0	P1P2	0.9922120313922143	0.09739657927929739	10.0	10.0	P1P2	0.4349423503887494	-0.06131592048444725	10.0	10.0
LH00869	CUFF.524.1	0.016895829347253883	-0.2565253207462213	10.0	10.0	CUFF.524.1	0.2241332462319341	-0.20120064864620715	10.0	10.0	CUFF.524.1	0.011389590017682973	-0.18690065373135037	10.0	10.0
LH00873															
LH00874															
LH00904	P1P2	0.3069268143702366	-0.16284560611091262	10.0	10.0	P1P2	0.19267439432246714	0.2787404909422044	10.0	10.0	P1P2	0.8489291718080906	0.08979939356499049	10.0	10.0
LH00907	CUFF.716.9	0.7684631468821971	-0.04220220596497735	10.0	10.0	CUFF.716.9	0.3445015758661174	0.04293263141171014	10.0	10.0	CUFF.716.9	0.7060210542384933	-0.04843194109447865	10.0	10.0
LH00915	P1P2	0.20781020943332407	-0.03762464499112087	10.0	10.0	P1P2	0.13532683589563888	0.15932569121927165	10.0	10.0	P1P2	0.06925399579400661	0.231757645848964	10.0	10.0
LH00917	CUFF.774.1	0.6272340831093699	-0.07582067224680612	10.0	10.0	CUFF.774.1	0.1831100013347533	0.4307310091566256	10.0	10.0	CUFF.774.1	0.4823922522703672	0.24179130852985356	10.0	10.0
LH00918	ENST00000414762	0.7962168027059433	-0.08801491929860962	10.0	10.0	ENST00000414762	0.002798042731299693	-0.30394358217831385	10.0	10.0	ENST00000414762	0.015884702115037036	-0.17840677819999595	10.0	10.0
LH00920	P1P2	0.28544700575967585	0.13474445527903509	9.0	9.0	P1P2	0.7968714311527976	0.011638271858568	9.0	9.0	P1P2	0.4165396637077827	0.09282243977289027	9.0	9.0
LH00930	CUFF.813.1	0.435828678534805	0.13988807501790493	10.0	10.0	CUFF.813.1	0.02829261087341135	0.12996388247593407	10.0	10.0	CUFF.813.1	0.10341191994591559	0.2784147648715722	10.0	10.0
LH00931	CUFF.813.2	0.2251567513566518	0.26207710708093374	10.0	10.0	CUFF.813.2	0.665935282300417	0.09008242553451838	10.0	10.0	CUFF.813.2	0.2327307465089833	0.17635807982904037	10.0	10.0
LH00933	ENST00000604716	0.8430341484051468	-0.0515805703198613	10.0	10.0	ENST00000604716	0.44959142631655646	0.07224429655290225	10.0	10.0	ENST00000604716	0.6749472436536041	0.056604202187954776	10.0	10.0
LH00934															
LH00936															
LH00937	P1P2	0.5728047238629393	-0.11443315224508017	10.0	10.0	P1P2	0.9180700013116734	0.026852293124230032	10.0	10.0	P1P2	0.5354944207049157	-0.061128644218594465	10.0	10.0
LH00938	P1P2	0.7093807767254916	0.03110998810341271	10.0	10.0	P1P2	0.9192619386519482	0.08615646342072192	10.0	10.0	P1P2	0.8406785800583081	0.05288234140986949	10.0	10.0
LH00948	CUFF.932.1	0.5777218791486132	0.10541910378668957	9.0	9.0	CUFF.932.1	0.30612085550725965	-0.25107736610238823	10.0	10.0	CUFF.932.1	0.5184977438012872	-0.02294510052140757	9.0	9.0
LH00950	P1P2	0.29288767274289174	0.29852883790201074	10.0	10.0	P1P2	0.09450031973177145	-0.09113412160512002	10.0	10.0	P1P2	0.9106784596854007	-0.05899709054623648	10.0	10.0
LH00951															
LH00962	ENST00000432683	0.03456623351954985	0.3419518707016523	10.0	10.0	ENST00000432683	0.47241555957088954	0.02111278838889258	10.0	10.0	ENST00000432683	0.041992370767829086	0.19024681574047	10.0	10.0
LH00964	ENST00000606838	0.7060210542384933	0.08250517603339852	10.0	10.0	ENST00000606838	0.7622033189484002	-0.02290817526018399	10.0	10.0	ENST00000606838	0.9777758244901577	0.06122837025087239	10.0	10.0
LH00968	CUFF.1023.4,CUFF.1023.5	0.3454816296478379	-0.05516191075882849	10.0	10.0	CUFF.1023.4,CUFF.1023.5	0.18609154974253084	-0.1250632784272425	10.0	10.0	CUFF.1023.4,CUFF.1023.5	0.1386162581416499	-0.07788069687228234	10.0	10.0
LH00974	ENST00000433474	0.26353984636381145	0.02503324854567072	10.0	10.0	ENST00000433474	0.03519501313611134	-0.22139592821097542	10.0	10.0	ENST00000433474	0.4899340873677782	-0.06346096898137477	10.0	10.0
LH00981	ENST00000331856	0.9921906206299242	-0.10605929346681144	10.0	10.0	ENST00000331856	0.7101415169994575	0.023785416361452743	10.0	10.0	ENST00000331856	0.7501218397970806	-0.0215272136872052	10.0	10.0
LH00986	P1P2	0.3454816296478379	-0.1798741264248893	10.0	10.0	P1P2	0.21400016053878557	-0.04277411516151556	10.0	10.0	P1P2	0.06948498139747057	-0.08574737951346319	10.0	10.0
LH00989	ENST00000437060	0.5217033514633627	0.08623188339931309	10.0	10.0	ENST00000437060	0.12802069755232232	-0.20373381382592806	10.0	10.0	ENST00000437060	0.28332079681788847	-0.17613584788071626	10.0	10.0
LH00996	ENST00000447572	0.4367160473189424	-0.10113448928222453	10.0	10.0	ENST00000447572	0.9670597417013931	-0.05322103040598233	10.0	10.0	ENST00000447572	0.33105052785516664	-0.019838321163085676	10.0	10.0
LH00998	P1P2	0.3903050265383774	-0.024613247969328806	10.0	10.0	P1P2	0.9299972201722252	0.027127345515679052	10.0	10.0	P1P2	0.44744534832968774	0.038342201945459314	10.0	10.0
LH00999															
LH01005	CUFF.1234.2,CUFF.1234.6,ENST00000453015	0.6498276977746225	0.08234679962002561	10.0	10.0	CUFF.1234.2,CUFF.1234.6,ENST00000453015	0.6834892551834181	-0.08606091241831242	10.0	10.0	CUFF.1234.2,CUFF.1234.6,ENST00000453015	0.8975580709544652	-0.015961178042877337	10.0	10.0
LH01006	CUFF.1234.1	0.7026670518269942	-0.4192300420501012	10.0	10.0	CUFF.1234.1	0.07357410412523446	-0.08687829139266173	10.0	10.0	CUFF.1234.1	0.23214179202405216	-0.20612815030551135	10.0	10.0
LH01007	P1P2	0.7673128894374096	0.032155954183141516	10.0	10.0	P1P2	0.7034435906082962	0.07549103339241414	10.0	10.0	P1P2	0.724004228693555	0.02864381906812094	10.0	10.0
LH01010	CUFF.1223.1	0.9393845854559572	-0.03999812410105517	10.0	10.0	CUFF.1223.1	0.07602411546848858	-0.16816127616122056	10.0	10.0	CUFF.1223.1	0.2459567098990485	-0.15268517942743998	10.0	10.0
LH01011	CUFF.1222.1	0.005427905964689614	0.46733978885510724	10.0	10.0	CUFF.1222.1	0.15347968645891594	-0.08651799393349914	10.0	10.0	CUFF.1222.1	0.39698517110362597	0.1890987305502073	10.0	10.0
LH01012	CUFF.1225.2	0.02311590144080943	-0.3895254088888169	10.0	10.0	CUFF.1225.2	0.2942130336714561	-0.32123857648873894	10.0	10.0	CUFF.1225.2	0.007338193460096367	-0.25604237788643414	10.0	10.0
LH01019	P1P2	4.084724602521315e-06	-1.4822592977657578	10.0	10.0	P1P2	0.0010420504418811479	-1.6756378099829468	10.0	10.0	P1P2	1.4022565957498339e-05	-1.5131102991862153	10.0	10.0
LH01020	CUFF.1255.2	0.17462643327340255	-0.20733923632418225	10.0	10.0	CUFF.1255.2	0.1556544605726179	-0.04847178148716307	10.0	10.0	CUFF.1255.2	0.06197830840346117	-0.16720945966297232	10.0	10.0
LH01023	ENST00000430643	0.9669692308030191	0.09648417094937989	10.0	10.0	ENST00000430643	0.9754414341485999	0.06784075192695871	10.0	10.0	ENST00000430643	0.9226273549570496	0.035315740445511716	10.0	10.0
LH01028	ENST00000607815	0.042144551652472974	-0.29469829110706847	10.0	10.0	ENST00000607815	0.39744273628324456	0.13233047599554434	10.0	10.0	ENST00000607815	0.17896940952857143	-0.13890582473582863	10.0	10.0
LH01029	CUFF.1346.1	0.4628986789384618	0.04414358742162944	10.0	10.0	CUFF.1346.1	0.33387823408386774	0.08473025893462849	10.0	10.0	CUFF.1346.1	0.7273934551016381	0.028438675525928898	10.0	10.0
LH01030	CUFF.1346.9	0.578969350852476	0.09312226893218556	10.0	10.0	CUFF.1346.9	0.9228388286985666	0.01977209264391556	10.0	10.0	CUFF.1346.9	0.49753890910434284	0.033614847610067104	10.0	10.0
LH01033	CUFF.1346.8	0.41830084977302173	0.2981580229884572	10.0	10.0	CUFF.1346.8	0.3190726826832707	0.11545563192576815	10.0	10.0	CUFF.1346.8	0.20242686486252226	0.17324970814257665	10.0	10.0
LH01036	ENST00000452466	0.5841302223635596	-0.038248403008204084	10.0	10.0	ENST00000452466	0.5111902952338063	0.043121084204274934	10.0	10.0	ENST00000452466	0.4028865063695193	0.012581099632821635	10.0	10.0
LH01037	ENST00000602943	0.4702725521334242	0.07822143866145603	10.0	10.0	ENST00000602943	0.45320072304053216	-0.058470024955719714	10.0	10.0	ENST00000602943	0.813697140447095	0.0680233489232646	10.0	10.0
LH01040	CUFF.1427.1	0.8418561873057575	0.055658370164614446	10.0	10.0	CUFF.1427.1	0.08112379965053126	0.21582756714870935	10.0	10.0	CUFF.1427.1	0.27133480133101107	0.15268854424121034	10.0	10.0
LH01041	CUFF.1425.1	0.3928020350425535	0.1603811476159899	10.0	10.0	CUFF.1425.1	0.9002145202629684	-0.15917187021263215	10.0	10.0	CUFF.1425.1	0.7444184840538106	0.005686145799193382	10.0	10.0
LH01043	CUFF.1478.1	0.36826864646988844	-0.08039735386997833	10.0	10.0	CUFF.1478.1	0.3147161237749311	-0.09702452154545456	10.0	10.0	CUFF.1478.1	0.08481639755366824	-0.03317370353964822	10.0	10.0
LH01050															
LH01055															
LH01056															
LH01057															
LH01061															
LH01079	CUFF.1641.1	0.23391183388737624	0.057136218081538875	10.0	10.0	CUFF.1641.1	0.175811244167408	-0.05596302007174484	10.0	10.0	CUFF.1641.1	0.09448460154325986	-0.1145861282001658	10.0	10.0
LH01085	ENST00000608748	0.9693702418660337	0.1913279528040421	10.0	10.0	ENST00000608748	0.9359669007855929	-0.05563281707634859	10.0	10.0	ENST00000608748	0.8702189873432021	0.0683428410803233	10.0	10.0
LH01086	CUFF.1710.1	0.9310173827810501	0.0837853010153659	9.0	9.0	CUFF.1710.1	0.25344223170699676	0.30382420921863595	10.0	10.0	CUFF.1710.1	0.8507049388546766	0.036725469891012635	9.0	9.0
LH01089	ENST00000608684	0.27529092683673484	-0.0959465670304115	10.0	10.0	ENST00000608684	0.775974717051519	-0.1850708460547683	10.0	10.0	ENST00000608684	0.6915291051801771	-0.03321939902056037	10.0	10.0
LH01091	CUFF.1796.3	0.6049847458822404	-0.13269198086348533	10.0	10.0	CUFF.1796.3	0.40502405097128347	0.11806853191012479	10.0	10.0	CUFF.1796.3	0.18638540636341216	-0.09992197024112265	10.0	10.0
LH01098															
LH01099	CUFF.1802.3	0.22400732843840143	-0.18003469319728202	10.0	10.0	CUFF.1802.3	0.34834732909194466	-0.13770524766494124	10.0	10.0	CUFF.1802.3	0.12181037932735321	-0.14087373199230144	10.0	10.0
LH01100	CUFF.1810.6	0.44206206864131303	-0.1667395999199718	10.0	10.0	CUFF.1810.6	0.8014031661228412	0.026338659387925206	10.0	10.0	CUFF.1810.6	0.5158493242226063	-0.12721031092309718	10.0	10.0
LH01103	P1P2	0.28535280954737496	0.16986997070864937	10.0	10.0	P1P2	0.5626579965326768	0.02347295338037483	10.0	10.0	P1P2	0.20944528066146528	0.0852399522520703	10.0	10.0
LH01104	CUFF.1876.1	0.21163984067059516	-0.2451367790892334	10.0	10.0	CUFF.1876.1	0.2101501219206554	-0.022247977207266914	10.0	10.0	CUFF.1876.1	0.10309329698714344	-0.15924403946825044	10.0	10.0
LH01105	CUFF.1890.5	0.9321991914704009	0.13874751793106305	10.0	10.0	CUFF.1890.5	0.4335527642577923	-0.11088263205790831	10.0	10.0	CUFF.1890.5	0.4537726874467388	0.17628272145061227	10.0	10.0
LH01109	ENST00000443562	0.6870923850970005	-0.032812841891332656	10.0	10.0	ENST00000443562	0.43003407912979863	0.08084061985582833	10.0	10.0	ENST00000443562	0.43760445594854025	0.05410219659776211	10.0	10.0
