	rho	rho	rho	rho	rho	rho	rho	rho	rho	rho	rho	rho	rho	rho	rho
	Rep1	Rep1	Rep1	Rep1	Rep1	Rep2	Rep2	Rep2	Rep2	Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2
	transcripts	Mann-Whitney p-value	average phenotype of strongest 3	sgRNA count_MW	sgRNA count_avg	transcripts	Mann-Whitney p-value	average phenotype of strongest 3	sgRNA count_MW	sgRNA count_avg	transcripts	Mann-Whitney p-value	average phenotype of strongest 3	sgRNA count_MW	sgRNA count_avg
gene															
pseudo_2245	pseudo_transcript_0	0.26658053791283876	-0.18328817991031957	10.0	10.0	pseudo_transcript_0	0.5191849225121232	-0.2499694478108676	10.0	10.0	pseudo_transcript_0	0.2565413824861381	-0.15875001103478645	10.0	10.0
pseudo_2246	pseudo_transcript_0	0.08806513162853451	-0.5217696725567841	10.0	10.0	pseudo_transcript_0	0.7904476787815549	-0.11439946288528462	10.0	10.0	pseudo_transcript_0	0.19207568964990396	-0.27596830462424743	10.0	10.0
pseudo_2247	pseudo_transcript_0	0.7442358778623859	-0.28162977121946015	10.0	10.0	pseudo_transcript_0	0.458315320166234	-0.5691372421398957	10.0	10.0	pseudo_transcript_0	0.8189633889565872	-0.5530503331822727	10.0	10.0
pseudo_2248	pseudo_transcript_0	0.11527801421357821	-0.2959628282720922	10.0	10.0	pseudo_transcript_0	0.5568017220041461	0.10333823859084897	10.0	10.0	pseudo_transcript_0	0.4374778123583615	-0.16993237635121403	10.0	10.0
pseudo_2249	pseudo_transcript_0	0.0817757519310161	-0.5428512378411262	10.0	10.0	pseudo_transcript_0	0.009213409936466964	-0.3819532386835088	10.0	10.0	pseudo_transcript_0	0.008005845775295783	-0.4465152458180545	10.0	10.0
pseudo_225	pseudo_transcript_0	0.35871876109335676	0.2820498594079723	10.0	10.0	pseudo_transcript_0	0.8821319207012946	-0.02459087523407863	10.0	10.0	pseudo_transcript_0	0.6141852121538691	0.22164050817164913	10.0	10.0
pseudo_2250	pseudo_transcript_0	0.35556674334394234	-0.09896713752685127	10.0	10.0	pseudo_transcript_0	0.2626247614842363	-0.07347027677400933	10.0	10.0	pseudo_transcript_0	0.2601795620923749	-0.19160378550404497	10.0	10.0
pseudo_2251	pseudo_transcript_0	0.4820006487162929	0.116236232049516	10.0	10.0	pseudo_transcript_0	0.27357188279876443	-0.13828300338178537	10.0	10.0	pseudo_transcript_0	0.3958760046319144	-0.12378724091609987	10.0	10.0
pseudo_2252	pseudo_transcript_0	0.4919069360446314	-0.061567789586997025	10.0	10.0	pseudo_transcript_0	0.3904519618662905	-0.2561446666579394	10.0	10.0	pseudo_transcript_0	0.7097057028945706	-0.04600982376681185	10.0	10.0
pseudo_2253	pseudo_transcript_0	0.9344804926753855	-0.2659392588164865	10.0	10.0	pseudo_transcript_0	0.8576549625131771	-0.05888867176230834	10.0	10.0	pseudo_transcript_0	0.8848589883720666	-0.0938249593468305	10.0	10.0
pseudo_2254	pseudo_transcript_0	0.6745176557272814	-0.10713177374363812	10.0	10.0	pseudo_transcript_0	0.6627173115122557	0.07626532324883975	10.0	10.0	pseudo_transcript_0	0.7144265438111467	-0.025047683136394498	10.0	10.0
pseudo_2255	pseudo_transcript_0	0.054733052623869786	0.08665540469418091	10.0	10.0	pseudo_transcript_0	0.8603683208270259	0.23611672463872735	10.0	10.0	pseudo_transcript_0	0.1788859615550984	0.14932772344395065	10.0	10.0
pseudo_2256	pseudo_transcript_0	0.045186850976310325	0.13751110057645013	10.0	10.0	pseudo_transcript_0	0.5913168679934107	-0.17700707321247652	10.0	10.0	pseudo_transcript_0	0.1004957855903081	-0.10402842722952571	10.0	10.0
pseudo_2257	pseudo_transcript_0	0.16337295220616443	-0.08185891791691619	10.0	10.0	pseudo_transcript_0	0.5180658459787901	0.05981281745249228	10.0	10.0	pseudo_transcript_0	0.49485660542872445	0.038302506415784025	10.0	10.0
pseudo_2258	pseudo_transcript_0	0.6787224884855365	-0.1259021165778369	10.0	10.0	pseudo_transcript_0	0.17464260300353562	0.2053458759735869	10.0	10.0	pseudo_transcript_0	0.47399079759451823	0.0820550882455189	10.0	10.0
pseudo_2259	pseudo_transcript_0	0.8669137487839959	-0.09714458150926501	10.0	10.0	pseudo_transcript_0	0.9800174142176266	0.026873256339365697	10.0	10.0	pseudo_transcript_0	0.8382602933726474	-0.012830064601130878	10.0	10.0
pseudo_226	pseudo_transcript_0	0.06111000142842425	0.26495152769862	10.0	10.0	pseudo_transcript_0	0.8803146496347173	-0.12985800873738151	10.0	10.0	pseudo_transcript_0	0.34870397662179653	0.09836112152891618	10.0	10.0
pseudo_2260	pseudo_transcript_0	0.7294965379388689	-0.3002902750014458	10.0	10.0	pseudo_transcript_0	0.13355393400501542	0.06158531728417427	10.0	10.0	pseudo_transcript_0	0.43679840870969655	0.02737957634506753	10.0	10.0
pseudo_2261	pseudo_transcript_0	0.7368541070860062	-0.09837524102912298	10.0	10.0	pseudo_transcript_0	0.529312478524739	-0.29992282153338023	10.0	10.0	pseudo_transcript_0	0.6998709691759295	-0.13778875593645581	10.0	10.0
pseudo_2262	pseudo_transcript_0	0.9869277911343896	-0.027298267359813267	10.0	10.0	pseudo_transcript_0	0.0069060381375512575	-0.5984992729285509	10.0	10.0	pseudo_transcript_0	0.02958212769070083	-0.27670508828221624	10.0	10.0
pseudo_2263	pseudo_transcript_0	0.7282007025404518	-0.04966954528777584	10.0	10.0	pseudo_transcript_0	0.4475694165977061	-0.12587029823013865	10.0	10.0	pseudo_transcript_0	0.45465946637772325	-0.09703531554673811	10.0	10.0
pseudo_2264	pseudo_transcript_0	0.2690630595352427	-0.2821833245864349	10.0	10.0	pseudo_transcript_0	0.5653378574775096	0.28793987914427926	10.0	10.0	pseudo_transcript_0	0.7551979127058535	-0.1339144707437164	10.0	10.0
pseudo_2265	pseudo_transcript_0	0.9413400457585506	-0.031011213561271105	10.0	10.0	pseudo_transcript_0	0.22068237761777254	-0.30662615308827706	10.0	10.0	pseudo_transcript_0	0.39108773142311737	-0.08912768045354584	10.0	10.0
pseudo_2266	pseudo_transcript_0	0.01318876687812791	0.3507418978206785	10.0	10.0	pseudo_transcript_0	0.40280062443002185	0.07734242133503645	10.0	10.0	pseudo_transcript_0	0.02542078245077441	0.22712456966457828	10.0	10.0
pseudo_2267	pseudo_transcript_0	0.45919762775607487	0.037452308251260696	10.0	10.0	pseudo_transcript_0	0.7882311268476635	0.03832871005304492	10.0	10.0	pseudo_transcript_0	0.2971907820927442	-0.07459316831069715	10.0	10.0
pseudo_2268	pseudo_transcript_0	0.07114129975117726	-0.38784815870915357	10.0	10.0	pseudo_transcript_0	0.050163613768116636	-0.7353674702407186	10.0	10.0	pseudo_transcript_0	0.017364554909934323	-0.5241361542686235	10.0	10.0
pseudo_2269	pseudo_transcript_0	0.22966232472565762	-0.2757799130374308	10.0	10.0	pseudo_transcript_0	0.7771744084055946	-0.06615241721765139	10.0	10.0	pseudo_transcript_0	0.4422506351944083	-0.058242147666951356	10.0	10.0
pseudo_227	pseudo_transcript_0	0.5640067188399109	0.1576596532123805	10.0	10.0	pseudo_transcript_0	0.7512625232324065	-0.10452457071609877	10.0	10.0	pseudo_transcript_0	0.9026167627192824	0.0863822602037337	10.0	10.0
pseudo_2270	pseudo_transcript_0	0.7538236593317926	0.20272712479149704	10.0	10.0	pseudo_transcript_0	0.09275649306289017	0.11497860579537655	10.0	10.0	pseudo_transcript_0	0.23431996058014604	0.11498786191387428	10.0	10.0
pseudo_2271	pseudo_transcript_0	0.055755619587849886	0.6800350009621963	10.0	10.0	pseudo_transcript_0	0.5548704873265438	0.2015354813414543	10.0	10.0	pseudo_transcript_0	0.3707480177402459	0.32134489548556905	10.0	10.0
pseudo_2272	pseudo_transcript_0	0.478960801601363	-0.5250145318145053	10.0	10.0	pseudo_transcript_0	0.8041340802863121	0.051891510707464096	9.0	9.0	pseudo_transcript_0	0.7158904518040929	-0.031223278086513966	9.0	9.0
pseudo_2273	pseudo_transcript_0	0.01740561998268821	-0.4477215555791909	10.0	10.0	pseudo_transcript_0	0.9869071797669874	0.07133550576564902	10.0	10.0	pseudo_transcript_0	0.06783017645714236	-0.24770949164761477	10.0	10.0
pseudo_2274	pseudo_transcript_0	0.39662020071466775	-0.05714795975284772	10.0	10.0	pseudo_transcript_0	0.09208742947753681	-0.1002042551207795	10.0	10.0	pseudo_transcript_0	0.15438032133107543	-0.09396196853505555	10.0	10.0
pseudo_2275	pseudo_transcript_0	0.6404306505686922	0.05135892539272968	10.0	10.0	pseudo_transcript_0	0.8369106934198972	-0.05201881943845175	10.0	10.0	pseudo_transcript_0	0.702858915062288	-0.0678278039981397	10.0	10.0
pseudo_2276	pseudo_transcript_0	0.0017516094897574448	-0.6200291612078668	10.0	10.0	pseudo_transcript_0	0.5676032846502195	-0.21196578111900347	9.0	9.0	pseudo_transcript_0	0.09973244317484756	-0.26091657589085165	9.0	9.0
pseudo_2277	pseudo_transcript_0	0.21648538438812404	0.1829874259090015	9.0	9.0	pseudo_transcript_0	0.23515489492009034	0.18725081098990493	9.0	9.0	pseudo_transcript_0	0.0908219947301979	0.19051393961120366	9.0	9.0
pseudo_2278	pseudo_transcript_0	0.4082501812502951	0.25679540864685957	10.0	10.0	pseudo_transcript_0	0.29135944318388807	0.03567169286348324	10.0	10.0	pseudo_transcript_0	0.18339507785848175	0.0656079928986219	10.0	10.0
pseudo_2279	pseudo_transcript_0	0.8734765875112455	-0.08304383973719279	10.0	10.0	pseudo_transcript_0	0.00355076755233174	-0.4339378320925593	10.0	10.0	pseudo_transcript_0	0.020084171188956525	-0.24104722920880647	10.0	10.0
pseudo_228	pseudo_transcript_0	0.9621718849147731	0.10854740639979156	10.0	10.0	pseudo_transcript_0	0.8576549625131771	-0.3598384152000757	10.0	10.0	pseudo_transcript_0	0.9965543770670706	-0.06115297648729623	10.0	10.0
pseudo_2280	pseudo_transcript_0	0.27106046896700897	-0.015876465386788264	10.0	10.0	pseudo_transcript_0	0.887132588123301	0.16142339116663382	10.0	10.0	pseudo_transcript_0	0.3719804027079159	-0.08725960806681549	10.0	10.0
pseudo_2281	pseudo_transcript_0	0.6994688896572103	0.05146687639100334	10.0	10.0	pseudo_transcript_0	0.6489899423959324	0.11851144684123764	10.0	10.0	pseudo_transcript_0	0.9108296720888563	0.09221789046200018	10.0	10.0
pseudo_2282	pseudo_transcript_0	0.015374219107075529	0.2987879475629888	10.0	10.0	pseudo_transcript_0	0.9515612126418258	0.1014521322701613	10.0	10.0	pseudo_transcript_0	0.09153284346945774	0.2008278263621632	10.0	10.0
pseudo_2283	pseudo_transcript_0	0.1592453823709924	-0.3045347907473012	10.0	10.0	pseudo_transcript_0	0.19129205665306415	-0.07946320058473408	10.0	10.0	pseudo_transcript_0	0.12300884631119398	-0.11551632409303902	10.0	10.0
pseudo_2284	pseudo_transcript_0	0.9111973979078646	-0.13059764466184579	10.0	10.0	pseudo_transcript_0	0.7260601632351192	-0.06417418829111898	10.0	10.0	pseudo_transcript_0	0.8319662961331911	-0.072433348744194	10.0	10.0
pseudo_2285	pseudo_transcript_0	0.3730421327683424	-0.11590244825006923	10.0	10.0	pseudo_transcript_0	0.1056041165833569	0.12202333598383576	10.0	10.0	pseudo_transcript_0	0.12064906133070434	0.058442716166941265	10.0	10.0
pseudo_2286	pseudo_transcript_0	0.16406865210171917	-0.4075367278688344	10.0	10.0	pseudo_transcript_0	0.0450026420349255	-0.28566431344063264	10.0	10.0	pseudo_transcript_0	0.046501704201600456	-0.3382960647803877	10.0	10.0
pseudo_2287	pseudo_transcript_0	0.4240688210956396	0.02873701732466082	10.0	10.0	pseudo_transcript_0	0.5976964810915177	0.010019303187770634	10.0	10.0	pseudo_transcript_0	0.3971588333515166	0.09637002219244223	10.0	10.0
pseudo_2288	pseudo_transcript_0	0.48003249204427	0.2155397504458576	10.0	10.0	pseudo_transcript_0	0.7534480591102697	0.08294939383550542	10.0	10.0	pseudo_transcript_0	0.40490832279600397	0.06212227960029881	10.0	10.0
pseudo_2289	pseudo_transcript_0	0.9310525074556474	0.14880079273823063	10.0	10.0	pseudo_transcript_0	0.7895608534870877	0.046152797729338925	10.0	10.0	pseudo_transcript_0	0.6627173121966711	0.01326852291743832	10.0	10.0
pseudo_229	pseudo_transcript_0	0.21400748728017183	0.10405562903037598	10.0	10.0	pseudo_transcript_0	0.5837819943775797	-0.002439363251590392	10.0	10.0	pseudo_transcript_0	0.5506333329874374	0.06327200803579537	10.0	10.0
pseudo_2290	pseudo_transcript_0	0.6236618602138833	0.1649357807289127	10.0	10.0	pseudo_transcript_0	0.12993951310129023	0.29290483903742476	10.0	10.0	pseudo_transcript_0	0.13900543288724573	0.1742034648181877	10.0	10.0
pseudo_2291	pseudo_transcript_0	0.8642007458069194	0.00101472282454985	10.0	10.0	pseudo_transcript_0	0.37942793303074007	0.057059299139063414	10.0	10.0	pseudo_transcript_0	0.5173204894687213	0.017887453303266982	10.0	10.0
pseudo_2292	pseudo_transcript_0	0.5010065974199465	0.021417836659073163	10.0	10.0	pseudo_transcript_0	0.23876620477071986	0.2566203568639273	10.0	10.0	pseudo_transcript_0	0.8427623743828876	0.1081491425494663	10.0	10.0
pseudo_2293	pseudo_transcript_0	0.15122763584678117	0.2879900401819541	10.0	10.0	pseudo_transcript_0	0.8046730503983399	0.10652587272460823	10.0	10.0	pseudo_transcript_0	0.24466988986372973	0.18613361062018238	10.0	10.0
pseudo_2294	pseudo_transcript_0	0.9520952402696559	0.17534900561926925	10.0	10.0	pseudo_transcript_0	0.6427890724401965	-0.16555794151056583	10.0	10.0	pseudo_transcript_0	0.6535527924054314	0.10068300104893345	10.0	10.0
pseudo_2295	pseudo_transcript_0	0.4426277890550956	0.07993295133435023	10.0	10.0	pseudo_transcript_0	0.9236239465722609	-0.08248896217755394	10.0	10.0	pseudo_transcript_0	0.6362021442736276	-0.10386173022033018	10.0	10.0
pseudo_2296	pseudo_transcript_0	0.37893159224940665	0.12886432389826963	10.0	10.0	pseudo_transcript_0	0.2987945955785899	0.03899254010088573	10.0	10.0	pseudo_transcript_0	0.701577801442169	0.01830518506239237	10.0	10.0
pseudo_2297	pseudo_transcript_0	0.3696585010474238	-0.06775081111097415	10.0	10.0	pseudo_transcript_0	0.6008979713173082	-0.08679663022298316	10.0	10.0	pseudo_transcript_0	0.4930387013378539	0.07194478032700638	10.0	10.0
pseudo_2298	pseudo_transcript_0	0.18771912408901337	-0.7435271949304286	10.0	10.0	pseudo_transcript_0	0.3713638920258229	-0.8405311597553341	10.0	10.0	pseudo_transcript_0	0.2718097382616279	-0.7920291773428815	10.0	10.0
pseudo_2299	pseudo_transcript_0	0.3881883936192807	0.1186700336269767	10.0	10.0	pseudo_transcript_0	0.7451536802257743	-0.3429659290830857	10.0	10.0	pseudo_transcript_0	0.7648443488729015	-0.014767701766686847	10.0	10.0
pseudo_23	pseudo_transcript_0	0.5512609091241867	-0.13272552128400103	10.0	10.0	pseudo_transcript_0	0.9012489327452712	-0.1079487412415655	10.0	10.0	pseudo_transcript_0	0.7600164650665218	-0.09776764851178077	10.0	10.0
pseudo_230	pseudo_transcript_0	0.057394633454314316	0.26101897186598805	10.0	10.0	pseudo_transcript_0	0.35137582274694124	-0.1656782442725905	10.0	10.0	pseudo_transcript_0	0.8698778582048642	-0.027362704637205276	10.0	10.0
pseudo_2300	pseudo_transcript_0	0.06518980129212429	0.3831532925003083	10.0	10.0	pseudo_transcript_0	0.8508789887052027	-0.03913586246281565	10.0	10.0	pseudo_transcript_0	0.16886442751857156	0.21379340734945648	10.0	10.0
pseudo_2301	pseudo_transcript_0	0.2077170710422721	-0.2146544016726261	10.0	10.0	pseudo_transcript_0	0.9090037259969292	-0.11625392674928069	10.0	10.0	pseudo_transcript_0	0.3735244509210417	-0.24037174751441573	10.0	10.0
pseudo_2302	pseudo_transcript_0	0.06826427649394108	0.045494357323068314	10.0	10.0	pseudo_transcript_0	0.3561577041012891	-0.15372650106598515	10.0	10.0	pseudo_transcript_0	0.05002878776179063	-0.04014272959153978	10.0	10.0
pseudo_2303	pseudo_transcript_0	0.020436435426600938	-0.383318857433481	10.0	10.0	pseudo_transcript_0	0.14163859228283193	-0.25764577877062905	10.0	10.0	pseudo_transcript_0	0.01677676332655709	-0.2882205175432589	10.0	10.0
pseudo_2304	pseudo_transcript_0	0.09237788590061635	0.2733740695209665	10.0	10.0	pseudo_transcript_0	0.9259108160097391	0.06520457788171373	10.0	10.0	pseudo_transcript_0	0.3766244272811131	0.17162640941591226	10.0	10.0
pseudo_2305	pseudo_transcript_0	0.599871303103508	-0.01785174503223132	10.0	10.0	pseudo_transcript_0	0.9378119830980026	-0.24241292423970892	10.0	10.0	pseudo_transcript_0	0.8748666549695697	-0.024781032932911413	10.0	10.0
pseudo_2306	pseudo_transcript_0	0.6850484988670792	-0.462643533218344	10.0	10.0	pseudo_transcript_0	0.3229803562984931	-0.2836500568420414	10.0	10.0	pseudo_transcript_0	0.7622098114670388	-0.359019843886605	10.0	10.0
pseudo_2307	pseudo_transcript_0	0.07879498492392581	-0.2729478609095706	10.0	10.0	pseudo_transcript_0	0.017998298171033864	0.2761234054404513	10.0	10.0	pseudo_transcript_0	0.850427642920278	0.05186755319532902	10.0	10.0
pseudo_2308	pseudo_transcript_0	0.4446801294459821	0.2715409236966155	10.0	10.0	pseudo_transcript_0	0.38287182048401835	-0.1102020016996994	10.0	10.0	pseudo_transcript_0	0.41077933635059605	0.11888436097701689	10.0	10.0
pseudo_2309	pseudo_transcript_0	0.8477322573979524	-0.11300156710553966	10.0	10.0	pseudo_transcript_0	0.9387280673941195	0.325939561349544	10.0	10.0	pseudo_transcript_0	0.9616533862112627	0.0347236481632405	10.0	10.0
pseudo_231	pseudo_transcript_0	0.06748469590011555	-0.6080072115770037	10.0	10.0	pseudo_transcript_0	0.31821129654413605	-0.23205461988716045	10.0	10.0	pseudo_transcript_0	0.13236525983206424	-0.4903454141062091	10.0	10.0
pseudo_2310	pseudo_transcript_0	0.0805726479311186	0.2954737796207883	10.0	10.0	pseudo_transcript_0	0.6643890779649584	-0.059226970140860535	10.0	10.0	pseudo_transcript_0	0.19503533349699675	0.11092950148580262	10.0	10.0
pseudo_2311	pseudo_transcript_0	0.5273282581568959	-0.06584998687894866	10.0	10.0	pseudo_transcript_0	0.9772618965208703	0.18352859906382588	10.0	10.0	pseudo_transcript_0	0.8319662961331911	-0.0033497091019071925	10.0	10.0
pseudo_2312	pseudo_transcript_0	0.8927610620575115	-0.09580827181831438	10.0	10.0	pseudo_transcript_0	0.7984411888624199	0.03884036659420966	10.0	10.0	pseudo_transcript_0	0.7926659275253082	-0.07448875327647109	10.0	10.0
pseudo_2313	pseudo_transcript_0	0.8223730206526864	-0.16878050755909033	10.0	10.0	pseudo_transcript_0	0.15706385158369013	0.15779797100407494	10.0	10.0	pseudo_transcript_0	0.39523552991062416	0.04988621634488056	10.0	10.0
pseudo_2314	pseudo_transcript_0	0.9397390753145068	-0.3590670473945032	10.0	10.0	pseudo_transcript_0	0.9781803738964603	-0.10136321010138553	10.0	10.0	pseudo_transcript_0	0.9007930546498942	-0.27726639102194417	10.0	10.0
pseudo_2315	pseudo_transcript_0	0.7455410084006118	0.07671431115454265	10.0	10.0	pseudo_transcript_0	0.7460254016765173	-0.09556222299041116	10.0	10.0	pseudo_transcript_0	0.6618820579813625	-0.04770231165361894	10.0	10.0
pseudo_2316	pseudo_transcript_0	0.16758066594925147	0.10218532891877712	10.0	10.0	pseudo_transcript_0	0.8463677501504256	0.08213255213470899	10.0	10.0	pseudo_transcript_0	0.3901343142815491	0.18527708770407825	10.0	10.0
pseudo_2317	pseudo_transcript_0	0.37427728484876244	-0.06176391171402698	10.0	10.0	pseudo_transcript_0	0.8118103831983879	0.24936681126489177	10.0	10.0	pseudo_transcript_0	0.6141852121538691	-0.01255520317537879	10.0	10.0
pseudo_2318	pseudo_transcript_0	0.24576411525690334	-0.09087887385170666	10.0	10.0	pseudo_transcript_0	0.9003372088485995	-0.08350246398192514	10.0	10.0	pseudo_transcript_0	0.217766521311477	-0.024746414370642372	10.0	10.0
pseudo_2319	pseudo_transcript_0	0.37057941249059356	-0.062479744328801955	10.0	10.0	pseudo_transcript_0	0.5649484907709272	-0.19571151490791042	10.0	10.0	pseudo_transcript_0	0.44327724549725345	-0.1881916744205462	10.0	10.0
pseudo_232	pseudo_transcript_0	0.2703102530683946	-0.06964685651503666	10.0	10.0	pseudo_transcript_0	0.7381917395746135	0.1634856380368829	10.0	10.0	pseudo_transcript_0	0.847269600387676	0.04665984779528312	10.0	10.0
pseudo_2320	pseudo_transcript_0	0.6964909031326463	-0.1400076912982266	10.0	10.0	pseudo_transcript_0	0.7957742920499047	-0.03880682497251703	10.0	10.0	pseudo_transcript_0	0.9368959812420474	-0.13919818293258768	10.0	10.0
pseudo_2321	pseudo_transcript_0	0.5628421668335695	-0.13992030821157805	10.0	10.0	pseudo_transcript_0	0.11791837047608207	-0.324612012805741	10.0	10.0	pseudo_transcript_0	0.15321728989245884	-0.11198431430531575	10.0	10.0
pseudo_2322	pseudo_transcript_0	0.5094564115406999	0.04680903553867174	10.0	10.0	pseudo_transcript_0	0.5598984942893691	-0.11192323411866618	10.0	10.0	pseudo_transcript_0	0.827477146439355	-0.015276784550403285	10.0	10.0
pseudo_2323	pseudo_transcript_0	0.36401102744877367	0.012895603083412302	10.0	10.0	pseudo_transcript_0	0.1788859606151859	-0.10469832192548352	10.0	10.0	pseudo_transcript_0	0.8789521095845443	-0.08868164738350785	10.0	10.0
pseudo_2324	pseudo_transcript_0	0.9548427246299477	0.06719260555995414	10.0	10.0	pseudo_transcript_0	0.3021544007627871	-0.19631374007327973	10.0	10.0	pseudo_transcript_0	0.33208316947273697	-0.1330071755253319	10.0	10.0
pseudo_2325	pseudo_transcript_0	0.72561136442794	0.2049373538341088	10.0	10.0	pseudo_transcript_0	0.17209674340149772	-0.2593442747234476	10.0	10.0	pseudo_transcript_0	0.6081294892261366	-0.14361260480990817	10.0	10.0
pseudo_2326	pseudo_transcript_0	0.9713377599960495	-0.23095017008894514	10.0	10.0	pseudo_transcript_0	0.028781143295320867	0.22910166150333278	9.0	9.0	pseudo_transcript_0	0.14385258970998943	0.2532191219624463	9.0	9.0
