	neg	neg	pos	pos
	Rep1	Rep2	Rep1	Rep2
	analysis/screen/output/003_merge_counts/to_process/Common_Negative_R1.counts	analysis/screen/output/003_merge_counts/to_process/Common_Negative_R2.counts	analysis/screen/output/003_merge_counts/to_process/Common_Positive_R1.counts	analysis/screen/output/003_merge_counts/to_process/Common_Positive_R2.counts
common:TSS510_+_20070715.23-CUFF.569.1	700	583	424	688
common:TSS510_-_20070603.23-CUFF.569.1	2136	1969	1426	1193
common:TSS510_-_20070614.23-CUFF.569.1	4195	4088	3142	3557
common:TSS510_-_20070638.23-CUFF.569.1	1887	1924	1394	1520
common:TSS510_-_20070648.23-CUFF.569.1	2502	2767	2168	2238
common:TSS510_-_20070657.23-CUFF.569.1	1874	2157	1421	1554
common:TSS51152_+_86422646.23-ENST00000610262	3257	2716	1911	2011
common:TSS51152_+_86422754.23-ENST00000610262	1938	1885	1325	1694
common:TSS51152_+_86422840.23-ENST00000610262	2517	2633	1972	2026
common:TSS51152_-_86422672.23-ENST00000610262	2793	3070	2560	2051
common:TSS51152_-_86422683.23-ENST00000610262	238	162	128	135
common:TSS51152_-_86422687.23-ENST00000610262	562	630	415	458
common:TSS51152_-_86422720.23-ENST00000610262	966	876	552	847
common:TSS51152_-_86422738.23-ENST00000610262	1927	1738	1476	1220
common:TSS51152_-_86422747.23-ENST00000610262	3414	3441	2027	2723
common:TSS51152_-_86422824.23-ENST00000610262	2660	2470	1896	1975
common:TSS51269_+_96874157.23-P1P2	2948	2835	1982	1716
common:TSS51269_+_96874189.23-P1P2	3136	3014	2488	2511
common:TSS51269_+_96874217.23-P1P2	1520	1541	1009	1400
common:TSS51269_+_96874252.23-P1P2	2134	1793	1346	1317
common:TSS51269_+_96874379.23-P1P2	3119	3218	2066	1934
common:TSS51269_+_96874440.23-P1P2	4279	4481	2727	2499
common:TSS51269_-_96874207.23-P1P2	2184	2000	1300	1342
common:TSS51269_-_96874225.23-P1P2	2309	2246	1918	1368
common:TSS51269_-_96874230.23-P1P2	2064	2232	1720	1318
common:TSS51269_-_96874369.23-P1P2	2405	2202	1218	1283
common:TSS51341_+_99928017.23-CUFF.25754.1	3179	3198	2513	1978
common:TSS51341_+_99928170.23-CUFF.25754.1	4319	4643	3038	4223
common:TSS51341_+_99928253.23-CUFF.25754.1	2395	2331	1408	1674
common:TSS51341_+_99928288.23-CUFF.25754.1	2138	2022	1015	1579
common:TSS51341_+_99928324.23-CUFF.25754.1	2572	2611	1849	2280
common:TSS51341_-_99928006.23-CUFF.25754.1	1630	1783	1265	1184
common:TSS51341_-_99928035.23-CUFF.25754.1	435	440	313	509
common:TSS51341_-_99928104.23-CUFF.25754.1	3138	3375	2238	2381
common:TSS51341_-_99928198.23-CUFF.25754.1	2928	3039	2116	1813
common:TSS51341_-_99928365.23-CUFF.25754.1	1331	1411	898	1225
common:TSS51342_+_100019845.23-CUFF.25755.1	3712	3914	2974	2667
common:TSS51342_+_100020233.23-CUFF.25755.1	1642	1494	1423	1099
common:TSS51342_+_100020277.23-CUFF.25755.1	4523	4295	2632	3096
common:TSS51342_-_100019803.23-CUFF.25755.1	2317	2334	1739	1519
common:TSS51342_-_100019819.23-CUFF.25755.1	5150	4869	3442	3763
common:TSS51342_-_100020168.23-CUFF.25755.1	2059	1959	1510	1348
common:TSS51342_-_100020179.23-CUFF.25755.1	2654	2538	1856	1780
common:TSS51342_-_100020250.23-CUFF.25755.1	1585	1254	872	875
common:TSS51342_-_100020271.23-CUFF.25755.1	2828	2543	1685	2603
common:TSS51342_-_100020284.23-CUFF.25755.1	1416	1744	973	1183
common:TSS51629_+_112969174.23-CUFF.26000.1	2169	2404	1306	1799
common:TSS51629_+_112969227.23-CUFF.26000.1	2201	2332	1605	1454
common:TSS51629_+_112969347.23-CUFF.26000.1	2805	2820	1412	1899
common:TSS51629_+_112969350.23-CUFF.26000.1	4915	4397	4103	2979
common:TSS51629_+_112969451.23-CUFF.26000.1	3579	3042	2646	2714
common:TSS51629_+_112969456.23-CUFF.26000.1	3330	3476	2543	2567
common:TSS51629_+_112969479.23-CUFF.26000.1	2950	3034	2795	2300
common:TSS51629_+_112969485.23-CUFF.26000.1	4201	4116	2562	2627
common:TSS51629_+_112969530.23-CUFF.26000.1	3605	3750	2619	2660
common:TSS51629_+_112969551.23-CUFF.26000.1	3197	3356	2491	2227
common:TSS51685_+_114464468.23-CUFF.26051.4,CUFF.26051.5	3499	2791	2624	2222
common:TSS51685_+_114464540.23-CUFF.26051.4,CUFF.26051.5	4106	4217	3141	3077
common:TSS51685_+_114464555.23-CUFF.26051.4,CUFF.26051.5	2966	3040	1923	2699
common:TSS51685_-_114464321.23-CUFF.26051.4,CUFF.26051.5	5111	5211	3883	4103
common:TSS51685_-_114464361.23-CUFF.26051.4,CUFF.26051.5	4556	4162	3591	2863
common:TSS51685_-_114464544.23-CUFF.26051.4,CUFF.26051.5	2412	2426	1929	1301
common:TSS51685_-_114464554.23-CUFF.26051.4,CUFF.26051.5	2551	2578	1896	1387
common:TSS51685_-_114464581.23-CUFF.26051.4,CUFF.26051.5	3090	2952	1943	1869
common:TSS51685_-_114464662.23-CUFF.26051.4,CUFF.26051.5	4737	5021	3438	3918
common:TSS51685_-_114464801.23-CUFF.26051.4,CUFF.26051.5	1794	1800	1602	1493
common:TSS51837_+_122407643.23-P1P2	1801	1901	1356	1316
common:TSS51837_+_122407743.23-P1P2	7275	6599	4876	4806
common:TSS51837_+_122407755.23-P1P2	1655	1672	1279	1147
common:TSS51837_+_122407801.23-P1P2	1636	1604	1417	830
common:TSS51837_+_122407812.23-P1P2	829	898	573	892
common:TSS51837_+_122408098.23-P1P2	3053	2934	1738	2518
common:TSS51837_+_122408101.23-P1P2	2443	2411	1761	2173
common:TSS51837_-_122407694.23-P1P2	1586	1351	1201	1261
common:TSS51837_-_122407754.23-P1P2	2744	2874	1903	1957
common:TSS51837_-_122407845.23-P1P2	2815	2934	2201	1823
common:TSS51925_+_128145457.23-CUFF.26285.3	2249	2296	1522	1690
common:TSS51925_+_128145488.23-CUFF.26285.3	1869	1827	975	1318
common:TSS51925_+_128145501.23-CUFF.26285.3	2483	2190	1536	1834
common:TSS51925_+_128145529.23-CUFF.26285.3	3429	3587	2213	2946
common:TSS51925_+_128145543.23-CUFF.26285.3	1071	826	549	854
common:TSS51925_-_128145498.23-CUFF.26285.3	1530	1430	1341	1093
common:TSS51925_-_128145517.23-CUFF.26285.3	1651	1536	1479	908
common:TSS51925_-_128145541.23-CUFF.26285.3	3378	3427	2152	2522
common:TSS51925_-_128145556.23-CUFF.26285.3	1014	1106	1119	872
common:TSS51925_-_128145578.23-CUFF.26285.3	1850	1811	1300	1891
common:TSS5205_+_16162063.23-P1P2	2190	2085	1671	1496
common:TSS5205_+_16162261.23-P1P2	1276	1558	675	992
common:TSS5205_+_16162270.23-P1P2	1540	1515	1176	1369
common:TSS5205_+_16162323.23-P1P2	3516	3592	2606	2494
common:TSS5205_+_16162342.23-P1P2	2000	2397	1566	1883
common:TSS5205_-_16161986.23-P1P2	1976	2102	1514	1420
common:TSS5205_-_16161989.23-P1P2	761	973	835	906
common:TSS5205_-_16162158.23-P1P2	1768	1937	1273	1506
common:TSS5205_-_16162277.23-P1P2	2053	2398	1693	1980
common:TSS5205_-_16162372.23-P1P2	2193	2296	1597	1839
common:TSS5218_+_16970659.23-P1P2	2641	2605	1657	1766
common:TSS5218_+_16970804.23-P1P2	1987	2181	1574	1589
common:TSS5218_+_16970815.23-P1P2	2846	2840	1744	2379
common:TSS5218_+_16970952.23-P1P2	3976	3866	2403	2525
common:TSS5218_+_16971152.23-P1P2	2929	3109	2220	2481
common:TSS5218_+_16971155.23-P1P2	3915	4013	2917	2689
common:TSS5218_-_16970922.23-P1P2	1778	1928	1308	1135
common:TSS5218_-_16971048.23-P1P2	5839	5584	4050	5035
common:TSS5218_-_16971081.23-P1P2	1544	1427	1064	1233
common:TSS5218_-_16971092.23-P1P2	1736	1744	1485	1476
common:TSS52317_+_152653291.23-CUFF.26685.2	2231	2033	1614	1720
common:TSS52317_+_152653394.23-CUFF.26685.2	3769	3922	2338	2956
common:TSS52317_+_152653453.23-CUFF.26685.2	3162	3220	1534	2212
common:TSS52317_+_152653582.23-CUFF.26685.2	4201	4515	2546	3067
common:TSS52317_+_152653633.23-CUFF.26685.2	2514	2389	1959	1854
common:TSS52317_+_152653636.23-CUFF.26685.2	2707	3116	2050	2118
common:TSS52317_+_152653685.23-CUFF.26685.2	2114	1980	1282	1582
common:TSS52317_-_152653337.23-CUFF.26685.2	1255	1368	983	1088
common:TSS52317_-_152653449.23-CUFF.26685.2	1083	1414	964	1214
common:TSS52317_-_152653579.23-CUFF.26685.2	2786	3088	2065	2258
common:TSS52422_-_160471869.23-P1P2	2674	2869	2246	1711
common:TSS52422_-_160472049.23-P1P2	2971	2958	1851	2766
common:TSS52422_-_160472060.23-P1P2	2516	2468	2077	2127
common:TSS52422_-_160472072.23-P1P2	1566	1460	1001	1115
common:TSS52422_-_160472080.23-P1P2	1447	1399	743	958
common:TSS52422_-_160472110.23-P1P2	4237	3988	2840	2744
common:TSS52422_-_160472118.23-P1P2	3168	2942	3409	2114
common:TSS52422_-_160472135.23-P1P2	3651	3784	2752	2704
common:TSS52422_-_160472244.23-P1P2	3060	3110	2185	2073
common:TSS52422_-_160472301.23-P1P2	2158	2228	1763	1384
common:TSS53074_+_206949372.23-P1P2	1994	2183	1780	1405
common:TSS53074_+_206949389.23-P1P2	2985	2895	3411	4663
common:TSS53074_+_206949399.23-P1P2	1973	1983	1351	1259
common:TSS53074_+_206949410.23-P1P2	2089	1887	1660	1414
common:TSS53074_+_206949418.23-P1P2	55	79	18	55
common:TSS53074_+_206949665.23-P1P2	981	1164	957	779
common:TSS53074_+_206949709.23-P1P2	841	1102	837	868
common:TSS53074_+_206949830.23-P1P2	2788	2732	3042	3100
common:TSS53074_-_206949438.23-P1P2	2772	2631	1891	1677
common:TSS53074_-_206949472.23-P1P2	4167	4232	2584	2750
common:TSS53078_+_206980429.23-ENST00000453039	1938	1914	1219	2265
common:TSS53078_+_206980468.23-ENST00000453039	2608	2522	2019	1613
common:TSS53078_+_206980475.23-ENST00000453039	1257	1183	821	1015
common:TSS53078_+_206980568.23-ENST00000453039	3630	3842	2722	2945
common:TSS53078_+_206980723.23-ENST00000453039	3568	3861	2375	2141
common:TSS53078_-_206980479.23-ENST00000453039	3231	3185	2888	2812
common:TSS53078_-_206980484.23-ENST00000453039	2027	2320	1727	1925
common:TSS53078_-_206980513.23-ENST00000453039	1850	1845	1574	1279
common:TSS53078_-_206980573.23-ENST00000453039	3876	3592	3148	3041
common:TSS53078_-_206980585.23-ENST00000453039	3727	3249	2645	2668
common:TSS53131_+_210887625.23-P1P2	3538	3469	2692	2266
common:TSS53131_+_210887637.23-P1P2	3668	3565	2632	2668
common:TSS53131_+_210887661.23-P1P2	3679	3585	2160	2212
common:TSS53131_+_210887706.23-P1P2	3701	3254	2361	3121
common:TSS53131_+_210887790.23-P1P2	3509	3454	2268	2406
common:TSS53131_+_210887854.23-P1P2	1297	1237	1049	1224
common:TSS53131_+_210887865.23-P1P2	4848	4813	3256	3454
common:TSS53131_+_210887881.23-P1P2	1474	1422	736	1097
common:TSS53131_-_210887615.23-P1P2	2751	2882	2168	1651
common:TSS53131_-_210887712.23-P1P2	4090	4277	2860	3297
common:TSS53232_+_217374187.23-CUFF.27581.1	1511	1460	1356	1407
common:TSS53232_+_217374290.23-CUFF.27581.1	3265	3396	2807	2607
common:TSS53232_-_217374176.23-CUFF.27581.1	3593	3410	2679	3276
common:TSS53232_-_217374218.23-CUFF.27581.1	4406	4787	3161	3557
common:TSS53232_-_217374231.23-CUFF.27581.1	1121	1210	735	1092
common:TSS53232_-_217374236.23-CUFF.27581.1	2884	2447	1773	1876
common:TSS53232_-_217374248.23-CUFF.27581.1	3163	2994	1933	2496
common:TSS53232_-_217374256.23-CUFF.27581.1	3639	3740	2869	2340
common:TSS53232_-_217374271.23-CUFF.27581.1	3501	3436	2522	3114
common:TSS53232_-_217374309.23-CUFF.27581.1	2824	2830	1681	1944
common:TSS53811_+_242629920.23-ENST00000433036	1704	1492	1070	1356
common:TSS53811_+_242629959.23-ENST00000433036	2384	2423	1395	1723
common:TSS53811_+_242629966.23-ENST00000433036	2845	2842	1956	2343
common:TSS53811_-_242629839.23-ENST00000433036	1484	1580	1084	1257
common:TSS53811_-_242629843.23-ENST00000433036	2475	2460	1702	2111
common:TSS53811_-_242629887.23-ENST00000433036	4409	4298	3273	3531
common:TSS53811_-_242629940.23-ENST00000433036	1633	1744	1366	970
common:TSS53811_-_242630028.23-ENST00000433036	902	874	716	821
common:TSS53811_-_242630059.23-ENST00000433036	3575	3294	2320	2724
common:TSS53811_-_242630068.23-ENST00000433036	3690	3877	2961	2613
common:TSS5388_+_24104397.23-P1P2	3711	3280	2728	2856
common:TSS5388_+_24104559.23-P1P2	3526	3323	2285	1861
common:TSS5388_+_24104666.23-P1P2	2548	2264	1856	1729
common:TSS5388_+_24104715.23-P1P2	3603	3872	2880	1909
common:TSS5388_+_24104720.23-P1P2	2363	2503	1679	1683
common:TSS5388_+_24104753.23-P1P2	2690	2441	2065	2226
common:TSS5388_+_24104800.23-P1P2	3563	3404	2248	2570
common:TSS5388_-_24104725.23-P1P2	3623	3750	2845	3346
common:TSS5388_-_24104762.23-P1P2	1222	1190	875	655
common:TSS5388_-_24104781.23-P1P2	3121	2853	1737	2287
common:TSS54208_+_8823614.23-CUFF.24199.1	4819	4952	4240	4034
common:TSS54208_+_8823684.23-CUFF.24199.1	3295	3571	3399	3812
common:TSS54208_+_8823746.23-CUFF.24199.1	2067	2343	1669	1824
common:TSS54208_+_8823754.23-CUFF.24199.1	2212	2131	1870	1654
common:TSS54208_+_8823757.23-CUFF.24199.1	2458	2460	2487	2085
common:TSS54208_+_8823763.23-CUFF.24199.1	4085	4133	2930	3847
common:TSS54208_+_8823797.23-CUFF.24199.1	2237	2252	2270	2446
common:TSS54208_-_8823579.23-CUFF.24199.1	1441	1441	956	1457
common:TSS54208_-_8823592.23-CUFF.24199.1	2763	3008	2222	2504
common:TSS54208_-_8823689.23-CUFF.24199.1	3564	3510	2894	3049
common:TSS54249_+_10077609.23-CUFF.24238.1	3956	4088	2804	3266
common:TSS54249_+_10077627.23-CUFF.24238.1	2795	3190	2367	3209
common:TSS54249_+_10077749.23-CUFF.24238.1	4298	3875	3441	2117
common:TSS54249_+_10077839.23-CUFF.24238.1	1534	1389	887	1322
common:TSS54249_+_10078061.23-CUFF.24238.1	2668	2437	2104	1726
common:TSS54249_-_10077674.23-CUFF.24238.1	2851	3037	2154	1897
common:TSS54249_-_10077681.23-CUFF.24238.1	5582	5541	3540	3235
common:TSS54249_-_10077871.23-CUFF.24238.1	2173	1947	1856	1693
common:TSS54249_-_10078037.23-CUFF.24238.1	1923	1971	1322	1333
common:TSS54249_-_10078078.23-CUFF.24238.1	1017	1125	785	868
common:TSS54265_+_10194724.23-ENST00000607181	3526	3103	2428	2169
common:TSS54265_+_10194772.23-ENST00000607181	3230	2730	2518	2061
common:TSS54265_+_10194791.23-ENST00000607181	3332	4024	2524	2277
common:TSS54265_+_10194972.23-ENST00000607181	2547	2893	1830	1921
common:TSS54265_+_10194991.23-ENST00000607181	3977	4105	3077	3384
common:TSS54265_-_10194744.23-ENST00000607181	1735	1315	924	623
common:TSS54265_-_10194765.23-ENST00000607181	3947	3841	1832	3540
common:TSS54265_-_10194769.23-ENST00000607181	2919	2747	2249	2263
common:TSS54265_-_10194963.23-ENST00000607181	4463	4667	3291	3260
common:TSS54265_-_10194998.23-ENST00000607181	3606	3214	2395	2922
common:TSS543_+_21069482.23-ENST00000413451	5080	5024	3742	3726
common:TSS543_+_21069644.23-ENST00000413451	3048	2953	2443	2146
common:TSS543_-_21069489.23-ENST00000413451	6928	6908	4901	4771
common:TSS543_-_21069583.23-ENST00000413451	2828	2871	1936	2692
common:TSS543_-_21069591.23-ENST00000413451	3072	2932	2303	2517
common:TSS543_-_21069672.23-ENST00000413451	3787	3521	2736	2574
common:TSS543_-_21069681.23-ENST00000413451	3957	3961	3108	2291
common:TSS543_-_21069686.23-ENST00000413451	2321	2550	1676	1488
common:TSS543_-_21069803.23-ENST00000413451	2042	2199	1854	1705
common:TSS543_-_21069875.23-ENST00000413451	3407	3602	2461	2784
common:TSS5444_+_26146288.23-P1P2	3392	3484	2466	2658
common:TSS5444_+_26146323.23-P1P2	2340	2292	1518	1641
common:TSS5444_+_26146349.23-P1P2	2122	1826	1882	1334
common:TSS5444_+_26146366.23-P1P2	1069	1328	922	846
common:TSS5444_-_26146140.23-P1P2	3887	4204	2862	2996
common:TSS5444_-_26146160.23-P1P2	3904	3979	2427	2996
common:TSS5444_-_26146293.23-P1P2	1646	1911	1440	1140
common:TSS5444_-_26146334.23-P1P2	2026	2200	1561	1906
common:TSS5444_-_26146375.23-P1P2	3557	3748	2899	2646
common:TSS5444_-_26146386.23-P1P2	1352	1294	1029	1164
common:TSS544_+_21080236.23-CUFF.600.1	4886	4910	3463	3155
common:TSS544_+_21080327.23-CUFF.600.1	4884	4769	3322	3881
common:TSS544_+_21080368.23-CUFF.600.1	2935	3050	1965	2655
common:TSS544_-_21080188.23-CUFF.600.1	3770	3752	2691	3132
common:TSS544_-_21080250.23-CUFF.600.1	3588	3608	2385	3113
common:TSS544_-_21080356.23-CUFF.600.1	4170	3903	2745	2973
common:TSS544_-_21080379.23-CUFF.600.1	2723	2985	1602	2536
common:TSS544_-_21080447.23-CUFF.600.1	168	299	152	255
common:TSS544_-_21080650.23-CUFF.600.1	2671	2826	2103	1532
common:TSS544_-_21080671.23-CUFF.600.1	2695	2896	2337	2124
common:TSS5453_+_26497848.23-P1P2	2570	2656	2010	1797
common:TSS5453_+_26498086.23-P1P2	971	896	857	807
common:TSS5453_-_26498057.23-P1P2	968	729	582	780
common:TSS5453_-_26498063.23-P1P2	1414	1536	1340	894
common:TSS5453_-_26498068.23-P1P2	3031	3035	1110	1227
common:TSS5453_-_26498099.23-P1P2	2617	2192	1514	1987
common:TSS5453_-_26498132.23-P1P2	2273	2572	1750	1519
common:TSS5453_-_26498243.23-P1P2	1949	1942	1561	1659
common:TSS5453_-_26498251.23-P1P2	2960	2804	2110	2097
common:TSS5453_-_26498292.23-P1P2	0	0	0	0
common:TSS5454_+_26497196.23-ENST00000414762	3166	3217	2542	2290
common:TSS5454_-_26496840.23-ENST00000414762	1361	1403	1245	946
common:TSS5454_-_26496991.23-ENST00000414762	2081	2226	1421	1311
common:TSS5454_-_26497099.23-ENST00000414762	2458	1982	1413	2082
common:TSS5454_-_26497180.23-ENST00000414762	1782	1770	1537	1308
common:TSS5454_-_26497211.23-ENST00000414762	1033	1035	806	848
common:TSS5454_-_26497258.23-ENST00000414762	1966	1612	1217	1354
common:TSS5454_-_26497264.23-ENST00000414762	3041	2956	2316	2233
common:TSS5454_-_26497269.23-ENST00000414762	2748	3108	2064	2335
common:TSS5454_-_26497272.23-ENST00000414762	2680	2836	1456	2586
common:TSS545_+_21501701.23-CUFF.599.1	2573	2737	2241	1824
common:TSS545_+_21501803.23-CUFF.599.1	2946	3187	2074	1969
common:TSS545_+_21501864.23-CUFF.599.1	2486	2564	1698	1529
common:TSS545_+_21501871.23-CUFF.599.1	5025	4892	3816	3699
common:TSS545_+_21501896.23-CUFF.599.1	2858	2999	2294	2026
common:TSS545_+_21501917.23-CUFF.599.1	2850	2968	2179	2757
common:TSS545_-_21501691.23-CUFF.599.1	4546	5135	3436	3454
common:TSS545_-_21501904.23-CUFF.599.1	2822	2965	2114	2755
common:TSS545_-_21501988.23-CUFF.599.1	3196	2892	2448	1996
common:TSS545_-_21502035.23-CUFF.599.1	1475	1458	1148	1006
common:TSS5482_+_27633474.23-CUFF.813.1	2911	2603	1701	2247
common:TSS5482_+_27633482.23-CUFF.813.1	2066	2066	1443	1340
common:TSS5482_+_27633526.23-CUFF.813.1	1724	2215	1479	1151
common:TSS5482_+_27633629.23-CUFF.813.1	3154	3138	1989	2238
common:TSS5482_+_27633648.23-CUFF.813.1	2764	2852	2285	2233
common:TSS5482_+_27633659.23-CUFF.813.1	1866	1874	1251	1364
common:TSS5482_+_27633680.23-CUFF.813.1	2320	2272	1674	1311
common:TSS5482_+_27633685.23-CUFF.813.1	2513	2424	1490	1719
common:TSS5482_-_27633637.23-CUFF.813.1	531	514	458	155
common:TSS5482_-_27633699.23-CUFF.813.1	4119	4343	2939	3326
common:TSS5483_+_27633951.23-CUFF.813.2	3057	2778	1771	2178
common:TSS5483_+_27633976.23-CUFF.813.2	4119	4239	2926	3484
common:TSS5483_+_27634020.23-CUFF.813.2	1911	1912	1505	1577
common:TSS5483_+_27634119.23-CUFF.813.2	2215	2606	2000	1865
common:TSS5483_+_27634138.23-CUFF.813.2	1362	1643	1082	1161
common:TSS5483_+_27634312.23-CUFF.813.2	2631	2703	1540	1643
common:TSS5483_-_27633987.23-CUFF.813.2	1822	1759	1463	1117
common:TSS5483_-_27634153.23-CUFF.813.2	1269	1353	710	844
common:TSS5483_-_27634177.23-CUFF.813.2	3374	3301	2713	2523
common:TSS5483_-_27634225.23-CUFF.813.2	2764	2802	2035	1728
common:TSS54869_+_39220898.23-P1P2	2204	2098	1776	1329
common:TSS54869_+_39220920.23-P1P2	4655	4790	3637	3648
common:TSS54869_+_39221149.23-P1P2	1728	1670	1273	1177
common:TSS54869_-_39220953.23-P1P2	5394	5773	3615	4120
common:TSS54869_-_39220956.23-P1P2	3752	3540	2186	2428
common:TSS54869_-_39220992.23-P1P2	4171	4463	2771	2925
common:TSS54869_-_39220998.23-P1P2	433	423	205	430
common:TSS54869_-_39221145.23-P1P2	2838	2896	2341	2274
common:TSS54869_-_39221160.23-P1P2	3322	3260	2278	3043
common:TSS54869_-_39221177.23-P1P2	3399	3231	2169	2535
common:TSS5511_+_28908169.23-P1P2	1628	1660	1343	1691
common:TSS5511_+_28908181.23-P1P2	3086	3135	1414	2623
common:TSS5511_-_28908147.23-P1P2	2505	2487	2155	2156
common:TSS5511_-_28908310.23-P1P2	2046	1969	1483	1935
common:TSS5511_-_28908317.23-P1P2	2544	2575	1678	2472
common:TSS5511_-_28908329.23-P1P2	1102	1272	755	1080
common:TSS5511_-_28908333.23-P1P2	2527	2639	1753	2114
common:TSS5511_-_28908365.23-P1P2	2282	1984	1312	1473
common:TSS5511_-_28908372.23-P1P2	4839	4306	3100	2872
common:TSS5511_-_28908375.23-P1P2	1917	1845	1228	1239
common:TSS55121_+_54889585.23-ENST00000456363	1996	1993	1356	1642
common:TSS55121_+_54889794.23-ENST00000456363	1716	1478	1356	1012
common:TSS55121_+_54889797.23-ENST00000456363	4339	4445	3345	3744
common:TSS55121_+_54889802.23-ENST00000456363	3176	3527	2403	2069
common:TSS55121_+_54889812.23-ENST00000456363	2395	1950	1644	1790
common:TSS55121_+_54889841.23-ENST00000456363	4790	4674	3233	3227
common:TSS55121_+_54889851.23-ENST00000456363	4668	4681	3050	3102
common:TSS55121_+_54889900.23-ENST00000456363	1197	1264	961	1367
common:TSS55121_-_54889575.23-ENST00000456363	2573	2953	2166	2153
common:TSS55121_-_54889752.23-ENST00000456363	1306	1558	1033	982
common:TSS55122_+_54915667.23-CUFF.25008.1	2398	2573	1901	1841
common:TSS55122_+_54915883.23-CUFF.25008.1	1744	1569	1426	1147
common:TSS55122_+_54915890.23-CUFF.25008.1	2285	2024	1886	1273
common:TSS55122_+_54916091.23-CUFF.25008.1	3695	4001	1727	2398
common:TSS55122_+_54916095.23-CUFF.25008.1	3146	3135	2257	2844
common:TSS55122_-_54915731.23-CUFF.25008.1	1281	1442	752	924
common:TSS55122_-_54915859.23-CUFF.25008.1	2417	2555	1919	2177
common:TSS55122_-_54915968.23-CUFF.25008.1	2452	2806	1812	1943
common:TSS55122_-_54916062.23-CUFF.25008.1	4410	4780	3342	3188
common:TSS55122_-_54916077.23-CUFF.25008.1	4482	4543	3272	3375
common:TSS5514_+_28907203.23-P1P2	4183	4443	2593	4077
common:TSS5514_+_28907242.23-P1P2	3863	3769	2613	2583
common:TSS5514_+_28907599.23-P1P2	3642	3420	2465	2351
common:TSS5514_+_28907604.23-P1P2	2607	2322	2039	1638
common:TSS5514_-_28907430.23-P1P2	3790	3800	2828	2544
common:TSS5514_-_28907479.23-P1P2	2731	2884	1799	2223
common:TSS5514_-_28907491.23-P1P2	3861	4021	2917	2849
common:TSS5514_-_28907559.23-P1P2	3020	2820	1643	2322
common:TSS5514_-_28907568.23-P1P2	2759	2832	2326	1919
common:TSS5514_-_28907585.23-P1P2	5600	5391	3427	3894
common:TSS55214_+_61150842.23-CUFF.25079.1	3771	3808	3064	2587
common:TSS55214_+_61151090.23-CUFF.25079.1	1308	1408	779	1196
common:TSS55214_+_61151096.23-CUFF.25079.1	3118	3207	2396	2103
common:TSS55214_+_61151100.23-CUFF.25079.1	3230	3059	2171	1957
common:TSS55214_+_61151144.23-CUFF.25079.1	3525	3435	2715	2819
common:TSS55214_+_61151217.23-CUFF.25079.1	1763	1655	1208	1166
common:TSS55214_+_61151263.23-CUFF.25079.1	3082	2731	2143	2377
common:TSS55214_+_61151287.23-CUFF.25079.1	1276	1422	1118	753
common:TSS55214_+_61151301.23-CUFF.25079.1	4680	4740	3233	3424
common:TSS55214_+_61151331.23-CUFF.25079.1	2888	2746	1856	1951
common:TSS55215_+_61279587.23-CUFF.25087.1	3088	3109	2531	1987
common:TSS55215_+_61279619.23-CUFF.25087.1	2420	2503	1956	1981
common:TSS55215_+_61279681.23-CUFF.25087.1	4493	4394	3123	3382
common:TSS55215_+_61279702.23-CUFF.25087.1	3061	3445	1882	2414
common:TSS55215_+_61279734.23-CUFF.25087.1	2176	1620	1349	1315
