gene,Mann-Whitney p-value,average log2 enrichment of strongest 3 sgRNAs,sgRNAs passing filter,screen score
LH01613,0.977078596,-0.072038113,10,0.001103713
LH01622,0.284445872,-0.42621573,10,0.354050548
LH01623,0.816988094,-0.345880925,10,0.046194066
LH01624,0.754761084,-0.151930753,9,0.028243987
LH01625,0.531770461,0.147108806,10,0.061385954
LH01631,0.693129832,-0.372589931,8,0.09023546
LH01632,0.059250988,-0.271096895,9,0.506197156
LH01633,0.667246346,0.348768713,10,0.09323656
LH01634,0.945024632,-0.103080096,10,0.003851152
LH01635,0.810906716,-0.260358185,10,0.036057396
LH01636,0.542450566,0.492764905,10,0.199147947
LH01662,0.421204632,0.921638951,9,0.526528111
LH01663,0.796761738,-0.714647029,10,0.107281866
LH01668,0.34839999,0.666593342,10,0.464403216
LH01670,0.447829501,0.706112124,10,0.374801823
LH01672,0.004057075,-1.335337542,10,4.859106612
LH01682,0.869294943,-0.231193875,10,0.021397219
LH01683,0.64293786,-0.395721092,8,0.115491721
LH01686,0.852281165,-0.112837024,9,0.011916837
LH01688,0.884945252,0.201374967,10,0.0162633
LH01689,0.847144267,0.333824203,10,0.036588972
LH01694,0.718118672,0.000502926,10,0.000110031
LH01695,0.075452002,0.490915859,10,0.838243515
LH01696,0.617123595,0.381977908,10,0.121823224
LH01700,0.106968107,0.39744524,9,0.586983151
LH01704,0.74932496,0.112202065,9,0.021394299
LH01706,0.49739777,0.341707532,10,0.157675544
LH01708,0.810501692,-0.386257488,10,0.053620883
LH01721,0.071258491,0.127142457,10,0.221900734
LH01731,0.412353705,0.362481963,9,0.212170711
LH01734,0.246164953,0.157678254,10,0.14603959
LH01737,0.568723886,0.491107534,10,0.183130284
LH01743,0.773070026,0.154212583,10,0.026225955
LH01744,0.908917309,0.221940044,10,0.014004625
LH01745,0.240049051,0.137930676,10,0.130042476
LH01747,0.204851402,0.258069213,10,0.270346979
LH01749,0.550094327,0.440304601,10,0.173875582
LH01751,0.150560624,-0.584179053,8,0.730824524
LH01752,0.903950027,0.54245357,10,0.036193474
LH01754,0.091539385,-1.056267663,10,1.668699693
LH01759,0.731831316,-0.145839824,10,0.030084548
LH01761,0.076314418,0.772948859,10,1.314013204
LH01773,0.65890682,0.503074569,10,0.138667885
LH01774,0.554802662,0.229535813,9,0.08935075
LH01775,0.494348957,0.155246099,8,0.072266541
LH01779,0.147012272,-0.313220509,10,0.39678356
LH01782,0.795198186,-0.612427573,8,0.09273168
LH01784,0.672221396,-0.107540752,9,0.028221103
LH01785,0.867650407,-0.307596262,10,0.028853188
LH01788,0.179586174,0.142681149,10,0.161878581
LH01792,0.506379804,-0.363803107,10,0.163569178
LH01794,0.345721187,0.279373916,10,0.196059414
LH01795,0.011272578,0.741600411,10,2.197842653
LH01798,0.366846749,0.33446858,9,0.221616266
LH01802,0.068279887,0.053424744,10,0.094749034
LH01803,0.838910774,0.985597359,9,0.114387127
LH01808,0.286094393,0.351596058,10,0.290722699
LH01815,0.465996958,-0.328717542,8,0.165845016
LH01816,0.559195729,0.376878988,10,0.144742592
LH01819,0.418030861,1.022076997,9,0.589015716
LH01821,0.755179755,0.475555883,9,0.088231776
LH01822,0.931726666,-0.111044153,10,0.005188469
LH01834,0.279990562,-0.907816814,9,0.763578325
LH01835,0.306546823,0.730225034,9,0.570483018
LH01836,0.308374718,0.565841868,9,0.439837138
LH01839,0.343909598,0.424529367,9,0.299400507
LH01843,0.977495237,-0.400375921,10,0.006021475
LH01850,0.541758313,0.395529553,10,0.160184594
LH01855,0.588267649,-0.449590293,8,0.157612063
LH01856,0.245739692,1.128694561,10,1.046671985
LH01857,0.498723066,-0.518598528,10,0.238387321
LH01863,0.546960931,-1.177384453,10,0.469391126
LH01873,0.256656139,0.966349286,9,0.868372347
LH01874,0.5815475,0.128909705,10,0.046170253
LH01875,0.330049431,0.281036568,9,0.205840458
LH01877,0.196579542,-0.881555478,10,0.947504158
LH01878,0.134890499,0.351338129,10,0.46504685
LH01879,0.960419284,-0.157339926,10,0.004198458
LH01882,0.315610537,0.699201386,10,0.532784435
LH01884,0.519841686,0.120345199,10,0.052021999
LH01885,0.942529984,-0.545813263,10,0.021345268
LH01887,0.863528033,1.257304075,9,0.121894248
LH01888,0.734994914,0.756466068,8,0.153891492
LH01889,0.819140515,-0.290997583,2,0.03835824
LH01894,0.900042087,0.133746745,9,0.009306695
LH01898,0.134074513,0.122522483,10,0.162667438
LH01900,0.702557761,0.460788558,10,0.10748246
LH01902,0.694051604,-0.361686777,10,0.087277287
LH01903,0.956256871,-0.729128788,10,0.021548536
LH01911,0.158602715,1.272454268,9,1.548126259
LH01915,0.080170105,0.318962656,9,0.531848972
LH01916,0.085141393,0.369892625,9,0.602067497
LH01918,0.329775967,-0.597522305,9,0.43797231
LH01920,0.637871389,-0.742827534,10,0.220678203
LH01921,0.488829254,-0.255117668,10,0.12064914
LH01923,0.451588247,0.437642191,10,0.229882021
LH01929,0.36509408,0.938447713,9,0.624777677
LH01930,0.351631915,-0.540645703,10,0.373359333
LH01944,0.769473954,1.925684366,10,0.333421361
LH01945,0.799943663,0.224752833,9,0.033147725
LH01946,0.051775597,0.783337784,8,1.532465317
LH01956,0.186805057,-0.224866864,10,0.249266705
LH01966,0.595590406,-0.144429435,10,0.049451794
LH01967,0.045406775,-0.93626646,7,1.912842995
LH01968,0.54891056,0.276728486,9,0.109673529
LH01973,0.130981896,0.20573612,10,0.276318644
LH01983,0.974578884,0.268251685,10,0.00456398
LH01986,0.23885554,0.300594567,9,0.284393642
LH02021,0.870117424,0.231253577,10,0.021258244
LH02023,0.667626403,-0.222432286,10,0.059379275
LH02024,0.215688667,1.059465444,10,1.073782878
LH02025,0.877937873,-0.401766112,10,0.034557547
LH02030,0.692123704,-0.502748482,10,0.122240366
LH02033,0.29905076,0.238025441,9,0.189849255
LH02039,0.983297749,-0.320715652,9,0.003569231
LH02046,0.711490538,0.223023588,10,0.050160147
LH02047,0.133938888,-0.756840354,10,1.005328063
LH02049,0.153076762,0.250993026,10,0.311250799
LH02051,0.81616109,-0.25243472,9,0.033882797
LH02055,0.677919913,-0.039414694,10,0.010123462
LH02057,0.075366199,-0.930304091,10,1.589202523
LH02066,0.81333792,0.453402075,10,0.061895503
LH02068,0.550443028,0.185566092,10,0.073202056
LH02069,0.833258099,0.598483504,10,0.072132734
LH02070,0.416133379,0.863082076,9,0.499982467
LH02071,0.367432134,-0.965938117,9,0.63900542
LH02073,0.219195263,-0.316504113,10,0.317408746
LH02076,0.997915952,-0.307095902,10,0.000423313
LH02082,0.128469093,0.672238091,10,0.911468814
LH02086,0.430525567,-1.074809766,10,0.59848987
LH02087,0.107736384,1.120976943,10,1.650259655
LH02088,0.730652513,-0.250815479,10,0.05200659
LH02093,0.561306386,0.118834092,10,0.045343128
LH02094,0.514771938,-0.182564712,10,0.08010001
LH02095,0.575475063,-0.535343188,10,0.195451233
LH02096,0.662692336,-0.732441569,10,0.199118386
LH02097,0.506714101,-0.169738607,10,0.076242003
LH02098,0.351902095,-0.29276535,10,0.202029441
LH02101,0.303688968,0.332992435,9,0.262208734
LH02106,0.788306362,0.042966463,10,0.006752952
LH02114,0.293952826,0.090319535,10,0.073065015
LH02117,0.723574063,-0.511721428,9,0.109396988
LH02122,0.784658829,-0.264602985,9,0.042397953
LH02124,0.4703261,-0.738962308,10,0.368307248
LH02125,0.335399695,-0.219826947,10,0.158672861
LH02126,0.301601797,-0.109487421,8,0.086712748
LH02128,0.985412457,0.162728819,10,0.001580014
LH02129,0.281634817,0.531293704,10,0.444823605
LH02130,0.546960931,-0.636173973,10,0.253625242
LH02133,0.182643818,0.822290853,9,0.9237556
LH02138,0.796358551,0.193664576,10,0.029137438
LH02140,0.589810506,-0.050920919,10,0.017763129
LH02141,0.141698729,0.489883434,10,0.632493503
LH02150,0.675627181,-0.295951609,10,0.076676111
LH02151,0.695981487,-0.433954222,10,0.103919702
LH02152,0.613449947,0.191413151,10,0.061802027
LH02160,0.736158997,-0.293874952,10,0.059477092
LH02166,0.705485293,-1.190354797,9,0.274388828
LH02167,0.123683439,1.214178925,10,1.676727022
LH02169,0.058129084,0.207675259,10,0.39039821
LH02171,0.126615887,0.263278636,8,0.359499798
LH02172,0.557439795,0.225717232,10,0.087157081
LH02173,0.239213957,0.119048069,10,0.112513878
LH02175,0.180124592,1.497774883,9,1.696334596
LH02176,0.36596976,-0.450206915,9,0.299015563
LH02177,0.704666926,-0.669445991,9,0.154827475
LH02179,0.755934078,-0.351112277,10,0.064911645
LH02180,0.470004972,0.427061363,10,0.213044986
LH02195,0.614308358,-0.454473309,8,0.146316995
LH02198,0.987692667,-0.804612183,9,0.006583609
LH02199,0.985495153,-0.257623885,9,0.002487112
LH02202,0.94544046,0.228889509,10,0.008484958
LH02203,0.568369613,0.429178081,10,0.16021396
LH02205,0.133667952,0.394450474,10,0.524485175
LH02211,0.812837761,0.325279706,8,0.044537277
LH02212,0.478069395,0.293250529,10,0.14299537
LH02216,0.709545214,0.031339387,10,0.007105223
LH02219,0.205973162,-0.308155845,10,0.32170459
LH02222,0.880822139,-0.184052483,10,0.01543224
LH02232,0.729776762,0.192197093,9,0.040004369
LH02233,0.056284305,1.272834693,10,2.419860308
LH02234,0.767877278,-0.034803076,10,0.006073722
LH02235,0.412721443,0.461236164,10,0.269702613
LH02241,0.279771283,-0.12819097,10,0.107889706
LH02243,0.262011513,-0.713012511,11,0.63099202
LH02246,0.85833359,0.756367897,9,0.076344349
LH02247,0.096036028,-0.453858767,8,0.702629048
LH02249,0.353254976,-0.546715262,10,0.375887307
LH02251,0.102688126,0.997668653,10,1.500365187
LH02254,0.553326742,-0.478488251,9,0.187101926
LH02255,0.940815145,-0.654574332,8,0.026386223
LH02259,0.286914407,-0.786766292,9,0.649062149
LH02261,0.549048881,-0.089034715,10,0.035271575
LH02265,0.765484127,0.283144791,10,0.049997497
LH02268,0.938521852,0.887786511,9,0.037218722
LH02272,0.297515253,-1.584893828,9,1.26950319
LH02276,0.06851752,0.68069031,10,1.205644915
LH02284,0.480340913,0.025896782,10,0.012546728
LH02289,0.054105359,1.099664182,9,2.119323184
LH02290,0.252389255,0.571301358,10,0.51970613
LH02292,0.45537315,0.119427607,9,0.062073592
LH02293,0.567889019,-0.966166973,8,0.361214165
LH02304,0.854105474,0.270844438,10,0.02822152
LH02309,0.752758915,-0.051570961,10,0.009677573
LH02312,0.062902146,0.805548302,9,1.472307129
LH02314,0.095501885,0.765698501,9,1.188216962
LH02319,0.987253156,0.349447146,9,0.002962062
LH02324,0.958610386,0.54739012,7,0.015288403
LH02327,0.160105277,0.65943274,10,0.798187759
LH02330,0.125228778,-0.775703644,9,1.064848097
LH02331,0.003841053,0.779402018,10,2.864312257
LH02340,0.951679598,-0.442217999,10,0.014471194
LH02343,0.856155077,0.240536218,10,0.024682526
LH02346,0.524936977,0.018992549,9,0.008087567
LH02347,0.947935735,0.217655047,10,0.007689436
LH02348,0.725325685,-0.266793125,8,0.05660943
LH02352,0.021250862,-1.623518387,7,4.131409627
LH02354,0.751172891,-0.059463412,10,0.011241503
LH02356,0.971246327,0.048663273,10,0.000938084
LH02357,0.148910004,0.432729223,9,0.544508388
LH02358,0.850009235,-0.844244874,10,0.090650568
LH02360,0.799989177,-0.110164432,10,0.016243486
LH02361,0.767877284,-1.543249195,10,0.269322919
LH02363,0.552188159,0.089293291,10,0.035037634
LH02369,0.236665994,1.166044294,9,1.110293973
LH02370,0.546960931,-0.248735528,10,0.099164083
LH02371,0.46360792,0.358332559,10,0.182003364
LH02373,0.027820995,-1.180834179,10,2.794713852
LH02385,0.653621764,0.27815523,10,0.078151022
LH02389,0.511735675,0.550408416,9,0.243642316
LH02394,0.311097397,0.383470839,10,0.295850237
LH02397,0.88218839,-0.023378301,9,0.001936258
LH02398,0.262930971,0.103483661,10,0.091340025
LH02399,0.813743296,-0.19680056,10,0.026801139
LH02400,0.364196129,0.166572988,10,0.11116808
LH02403,0.921350684,0.258251809,10,0.013977568
LH02405,0.629771179,-0.39423594,9,0.12044812
LH02406,0.880884257,-1.754306642,9,0.147011526
LH02407,0.775069957,-0.059630264,10,0.010039145
LH02410,0.758112458,0.285574129,9,0.052252361
LH02417,0.092811194,-2.767133365,8,4.346311017
LH02418,0.829998142,0.540874963,10,0.066590316
LH02429,0.932557269,-0.096295787,10,0.004442666
LH02433,0.206887155,-1.612955589,8,1.679154029
LH02434,0.913888155,0.329999913,10,0.019634084
LH02439,0.860384246,0.185762761,2,0.018457162
LH02447,0.600668908,0.514994563,10,0.173441957
LH02448,0.761898591,-0.108319934,10,0.019463079
LH02449,0.761888192,-0.231916529,9,0.041673183
LH02456,0.639193279,-0.471666403,9,0.139476849
LH02466,0.763148035,-0.41527352,9,0.074167337
LH02467,0.069154531,0.747491474,10,1.319393209
LH02471,0.707213312,-0.035738743,10,0.008180373
LH02472,0.571561873,-0.203225097,10,0.075112708
LH02475,0.152668135,0.881077601,9,1.094160597
LH02478,0.620484356,-0.354032003,8,0.111640065
LH02479,0.637871389,0.149897968,10,0.044531486
LH02482,0.141482639,0.654450819,8,0.845628075
LH02483,0.897861911,-0.297629348,9,0.021187312
LH02486,0.670614426,0.330460551,9,0.087242844
LH02487,0.009833372,2.426810369,8,7.41123279
LH02490,0.081842417,1.457623995,10,2.410607647
LH02497,0.283741334,0.756724671,10,0.62983897
LH02498,0.374784217,0.313764752,10,0.203460227
LH02499,0.949183566,-0.282606963,10,0.009738451
LH02500,0.047829545,0.963608045,9,1.935606801
LH02501,0.339156013,-0.31286585,9,0.223526778
LH02503,0.407082145,0.629686893,10,0.373926323
LH02507,0.378732578,0.047842338,10,0.030692002
LH02511,0.841064253,-0.323386885,9,0.03698406
LH02515,0.852056856,0.164263742,10,0.017376636
LH02527,0.71655718,0.435444212,10,0.095893993
LH02530,0.700580236,0.410381142,9,0.096488848
LH02531,0.218217129,0.573104161,10,0.576435762
LH02535,0.899490736,0.477264188,7,0.033403406
LH02536,0.890722825,1.008757058,10,0.077131118
LH02537,0.423519617,-0.019508371,8,0.011074393
LH02539,0.203919999,0.327702618,10,0.344279948
LH02542,0.716557182,0.517450252,10,0.113953451
LH02544,0.329502652,0.451387754,9,0.331105793
LH02547,0.301465672,-1.933917773,10,1.532216971
LH02553,0.336711761,0.608653442,10,0.437760803
LH02554,0.147981599,0.742125,9,0.936891544
LH02556,0.411232957,-0.647319998,10,0.380058344
LH02558,0.16322915,0.428793186,8,0.513543319
LH02559,0.005260574,1.323200423,10,4.587821504
LH02560,0.849190469,0.382720499,10,0.041338211
LH02561,0.854925198,-0.368511318,10,0.038164665
LH02566,0.407377799,-0.237733472,10,0.141058983
LH02568,0.403544274,-0.221365339,10,0.132729858
LH02571,0.712658649,-0.048598355,10,0.010877561
LH02573,0.791927106,0.302152912,10,0.046573889
LH02574,0.605402105,-0.199455135,10,0.066138915
LH02576,0.792732327,0.399971703,10,0.061383115
LH02581,0.538993718,0.26560697,10,0.108465397
LH02583,0.262708296,0.759727167,10,0.670999747
LH02586,0.824300285,-0.279212476,10,0.035646341
LH02588,0.347007999,0.198708702,9,0.138962286
LH02589,0.283976049,0.248198387,10,0.2064455
LH02594,0.277916153,0.179005026,10,0.151443353
LH02596,0.389499032,-0.499119043,9,0.310952564
LH02599,0.402369087,0.586359432,10,0.352708898
LH02600,0.434814792,-0.305072262,10,0.167876119
LH02601,0.915545863,0.349690564,10,0.020386895
LH02602,0.135163345,-0.314093584,10,0.415328948
LH02604,0.5847744,-0.053295667,10,0.018893499
LH02606,0.247657428,-0.618038957,10,0.569951436
LH02607,0.236307272,0.191525562,10,0.182560396
LH02609,0.27884267,0.537687037,10,0.453716131
LH02612,0.616020487,0.29928645,10,0.095804444
LH02613,0.750380282,-0.439851679,10,0.083460369
LH02615,0.40061016,-0.032623805,10,0.019718416
LH02616,0.337237498,-0.288973186,10,0.207539814
LH02623,0.932141959,-0.058375567,10,0.002710374
LH02630,0.583339191,-0.170937553,10,0.060875496
LH02631,0.371979596,-0.289215459,10,0.188976675
LH02632,0.085742292,0.766836727,9,1.244602805
LH02633,0.530699169,-0.229046775,9,0.09588244
LH02634,0.003666577,1.175602543,8,4.356464357
LH02637,0.37422225,-0.432141692,10,0.280650014
LH02638,0.005251158,-2.7636145,7,9.585319197
LH02644,0.572983386,0.273518652,10,0.100644539
LH02645,0.655130023,-0.205405846,10,0.057398401
LH02646,0.336711761,-2.406935537,10,1.731136244
LH02647,0.149209315,0.651498101,10,0.818923521
LH02648,0.660041562,0.697274976,10,0.191404703
LH02649,0.055613541,0.931285955,10,1.777899309
LH02653,0.069315104,1.002201824,9,1.767445303
LH02657,0.539684193,-0.381764248,10,0.155577387
LH02663,0.661555769,0.212822192,10,0.058098297
LH02666,0.22996866,-1.042693265,9,1.012617912
LH02671,0.462970906,-0.425348737,10,0.21642848
LH02672,0.950799937,-0.24624524,9,0.008208618
LH02673,0.713437759,0.381583968,10,0.085132819
LH02674,0.221555621,0.551259098,10,0.548933477
LH02675,0.2039579,0.581631153,8,0.610982421
LH02676,0.981245271,-0.347756958,10,0.004350293
LH02677,0.119781954,0.988762081,10,1.386376504
LH02683,0.445523142,-0.681117988,4,0.363858748
LH02686,0.557790767,-0.432200924,10,0.166707696
LH02688,0.471933553,-0.321108729,10,0.159320357
LH02689,0.414769079,-0.274257495,8,0.159472136
LH02692,0.943361472,0.244915613,10,0.009435285
LH02693,0.471498271,-0.364513099,9,0.181077985
LH02695,0.129390468,0.865451201,10,1.169354531
LH02703,0.101795261,0.414743416,9,0.626113827
LH02706,0.422625354,0.390006361,10,0.221941121
LH02708,0.585851882,-0.3909995,10,0.138135099
LH02711,0.783812043,-1.353910936,9,0.21790623
LH02714,0.395905191,-0.183337421,9,0.112243566
LH02719,0.84060341,0.369725035,10,0.042417401
LH02729,0.520180584,-0.577378359,10,0.249336543
LH02732,0.468080745,-0.572630424,10,0.287216154
LH02737,0.637871389,0.044482313,10,0.013214746
LH02746,0.641233047,0.217347976,10,0.063814593
LH02754,0.676391092,-0.722684315,10,0.186695824
LH02756,0.689680939,0.22672605,8,0.055656775
LH02759,0.613844355,-0.301600946,7,0.097250546
LH02761,0.861078059,-0.23855231,10,0.023575214
LH02765,0.211267059,-1.103935165,10,1.133961789
LH02768,0.099000138,-1.058863283,10,1.617983086
LH02771,0.939204667,-0.437519903,10,0.018131926
LH02780,0.572272418,-0.378458793,10,0.139569023
LH02786,0.124962923,1.420283772,10,1.951690597
LH02790,0.776270634,-0.384953417,10,0.064415707
LH02791,0.518493013,-0.472293178,9,0.204970324
LH02792,0.02334755,-0.736862341,8,1.82930095
LH02793,0.085009185,-0.616195561,10,1.00360301
LH02795,0.404721513,0.152702317,10,0.091265848
LH02800,0.916657467,0.182508905,8,0.010493911
LH02802,0.497728914,-1.01642863,10,0.468567973
LH02808,0.055546833,0.206431465,10,0.394257868
LH02809,0.494523302,-0.240018778,9,0.111672019
LH02812,0.145416894,0.634697688,10,0.808602404
LH02814,0.991247163,-0.168272462,10,0.000977455
LH02816,0.793135022,-0.051283851,10,0.007853254
LH02818,0.943777239,-0.326829256,10,0.012495825
LH02819,0.256489936,-0.156148877,8,0.140383973
LH02820,0.270579491,-1.760663292,10,1.52069455
LH02822,0.158359374,-2.170654282,7,2.64311982
LH02824,0.293699575,0.577183352,9,0.467247743
LH02825,0.376473247,0.311420525,10,0.201014879
LH02829,0.127291973,1.503903556,10,2.048247486
LH02833,0.329925034,0.200259486,10,0.146726538
LH02837,0.332242416,0.292128455,9,0.212686263
LH02841,0.907848598,0.205746988,8,0.013142766
LH02843,0.58872966,0.428974608,10,0.15016234
LH02844,0.668006547,-0.494199675,10,0.131742899
LH02845,0.457259687,-0.788772101,10,0.40781686
LH02846,0.613449947,-0.112508741,10,0.036325969
LH02847,0.013339273,1.133454228,10,3.233087906
LH02848,8.12E-08,-3.32117178,10,35.82704481
LH02849,0.021501749,-1.313519011,10,3.332359885
LH02851,0.216161395,0.159535661,9,0.161460821
LH02852,0.464567762,0.504297287,8,0.255452249
LH02853,0.867239362,0.525888589,10,0.049494128
LH02854,0.624692457,0.209605504,9,0.065160683
LH02855,0.760306654,0.072517348,10,0.013130239
LH02856,0.949599537,-0.048769255,10,0.001666438
LH02857,0.887843282,-0.67532092,9,0.053080923
LH02858,0.605402106,0.516761176,10,0.171356947
LH02860,0.700988517,0.167081794,9,0.039219968
LH02862,0.539338907,0.365907163,10,0.149270005
LH02866,0.816176593,-0.151858529,10,0.020381153
LH02869,0.251486351,0.675834076,7,0.616398668
LH02871,0.848394883,0.20453828,9,0.022219158
LH02872,0.031105311,0.973233493,9,2.23162306
LH02874,0.533954451,-1.536327102,9,0.636922149
LH02877,0.893939549,0.156972521,9,0.011628475
LH02879,0.808882104,0.484104386,10,0.067843956
LH02880,0.250017654,-0.523359102,9,0.479358345
LH02881,0.780276735,0.294476223,10,0.048274278
LH02882,0.730259719,0.271223402,10,0.056334539
LH02887,0.116220076,-0.295300905,10,0.419941351
LH02888,0.745985816,0.141875868,9,0.027471065
LH02890,0.144552294,0.114414558,10,0.146214526
LH02891,0.296120923,-0.361267042,10,0.290496963
LH02894,0.388714939,0.089787366,10,0.056057328
LH02897,0.617491479,0.265418635,10,0.084544765
LH02898,0.269218785,0.360806322,10,0.312832292
LH02899,0.593058521,-0.165571323,10,0.057156703
LH02901,0.499386417,-0.152894398,10,0.070147611
LH02903,0.122537624,0.210587661,9,0.29210722
LH02906,0.025671529,-1.382622304,10,3.345748373
LH02910,0.77578047,-0.284684593,9,0.047756158
LH02912,0.250230669,0.717317314,10,0.656606125
LH02913,0.773469893,-0.055165776,10,0.009362845
LH02916,0.513154443,-0.168581562,9,0.074315472
LH02927,0.537583223,-0.288764524,9,0.118422154
LH02930,0.675627181,0.063713798,10,0.016507179
LH02934,0.713827426,0.762239452,10,0.169783487
LH02935,0.830812859,-0.858468651,10,0.105134649
LH02936,0.869595667,-0.711465835,9,0.065684263
